year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,9,17,-71,1,9,-66,73,45,134
1988,27,54,-118,3,15,-232,43,27,142
1989,19,54,-45,3,4,-178,27,58,118
1990,10,39,-41,4,9,-167,61,40,107
1991,10,42,-167,4,6,-236,55,40,125
1992,16,32,-42,2,15,-164,47,23,136
1993,17,28,-106,2,4,-228,55,40,105
1994,16,34,-121,0,5,-223,52,43,101
1995,23,54,49,1,15,4,53,42,62
1996,11,44,-103,1,1,-93,56,44,173
1997,25,29,-99,5,17,-160,45,54,136
1998,7,48,26,2,11,-57,73,39,128
1999,15,49,-140,0,13,-179,46,35,151
2000,5,38,-42,3,5,-90,64,27,150
2001,13,48,-137,2,6,-198,45,38,102
2002,16,44,-67,2,9,-143,61,45,131
2003,6,33,-29,0,5,-83,58,38,121
2004,12,61,-110,1,1,-145,62,41,120
2005,23,38,-80,1,4,-76,55,32,174
2006,17,54,-138,4,2,-160,53,39,150
2007,3,30,16,2,6,-75,61,54,71
2008,21,22,-47,2,4,-98,51,61,153
2009,15,31,-70,0,2,17,68,31,142
2010,14,36,-55,3,10,-136,66,49,80
2011,12,33,-29,2,10,-176,60,27,95
2012,21,41,-102,6,4,-141,51,43,175
2013,8,31,-30,4,13,-165,70,33,115
2014,9,49,-81,3,1,-124,52,40,109
2015,9,37,-57,3,4,-116,49,33,141
2016,23,31,-176,5,2,-213,36,41,135
2016
2017,17,32,-56,6,10,-144,49,10,72
2018,16,27,-63,5,13,-90,63,25,140
2019,25,47,-98,2,14,-210,45,35,111
2020,21,30,-104,3,9,-252,59,36,85
2021,25,21,-120,3,19,-251,59,47,75
2022,20,19,-72,2,9,-124,40,42,111
2023,26,32,-165,2,10,-242,46,29,169
2024,33,10,-130,3,25,-361,35,46,22
2025,30,26,-72,6,9,-163,47,34,192
2026,10,13,-89,3,16,-205,66,33,90
2027,34,22,-81,3,26,-317,56,26,91
2028,7,10,-94,3,9,-123,58,37,203
2029,25,28,-203,5,1,-397,49,25,91
2030,20,17,-156,5,9,-261,48,29,158
2031,15,21,6,3,13,-60,58,29,111
2032,16,47,2,5,15,-99,61,26,100
2033,13,20,-96,4,4,-278,57,25,90
2034,19,26,-26,3,15,-147,42,38,125
2035,17,29,-80,4,21,-156,51,30,191
2036,20,30,-104,2,3,-172,55,29,123
2037,26,15,-121,5,8,-184,48,46,110
2038,29,39,-64,0,16,-54,49,36,191
2039,16,17,-72,3,20,-180,63,24,109
2040,14,39,-109,5,17,-317,69,29,37
2041,12,40,-48,3,1,-74,52,31,110
2042,16,38,-150,1,8,-189,36,16,114
2043,18,15,-124,5,9,-199,55,37,143
2044,22,39,-101,3,24,-205,48,36,99
2045,21,21,-103,5,14,-159,56,36,135
2046,22,34,-70,4,23,-49,61,31,193
