year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1133,9,-108,5
1988,1554,8,-302,3
1989,1548,7,-250,0
1990,1248,9,-229,15
1991,1413,11,-346,11
1992,1587,9,-222,4
1993,1222,9,-363,11
1994,1230,8,-318,10
1995,1561,10,-125,6
1996,1314,9,-226,0
1997,1658,10,-277,5
1998,1310,10,-127,5
1999,1582,10,-278,2
2000,1111,6,-177,5
2001,1329,8,-273,8
2002,1313,8,-179,13
2003,1105,9,-145,14
2004,1053,7,-176,18
2005,1403,10,-142,11
2006,1385,10,-275,8
2007,1374,8,-186,0
2008,1246,8,-175,10
2009,1300,10,-85,1
2010,1434,10,-228,3
2011,1351,8,-262,9
2012,1422,10,-223,0
2013,1251,9,-196,12
2014,1209,8,-205,5
2015,1347,8,-116,1
2016,1490,9,-290,8
2016
2017,1416,8,-216,8
2018,1263,9,-187,11
2019,1520,10,-191,10
2020,1390,9,-322,16
2021,1669,12,-385,4
2022,1630,9,-181,0
2023,1477,10,-294,6
2024,1796,8,-466,2
2025,1672,10,-197,7
2026,1258,9,-305,10
2027,1670,11,-385,8
2028,1489,11,-158,2
2029,1501,11,-481,6
2030,1477,9,-312,8
2031,1409,9,-116,8
2032,1404,8,-184,3
2033,1363,9,-339,2
2034,1533,7,-135,4
2035,1395,7,-185,9
2036,1521,11,-250,6
2037,1595,10,-307,4
2038,1502,9,-99,11
2039,1485,9,-235,7
2040,1385,8,-371,7
2041,1385,9,-166,5
2042,1576,8,-260,2
2043,1456,9,-255,2
2044,1618,8,-245,1
2045,1697,11,-222,2
2046,1634,10,-126,2

min,,4
max,,17
steps,,8
decimal
