year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,74,146,0
1988,105,147,0
1989,85,125,0
1990,84,152,0
1991,81,143,0
1992,81,137,0
1993,84,149,0
1994,73,146,1
1995,92,140,0
1996,94,142,0
1997,86,139,0
1998,103,156,0
1999,88,134,0
2000,88,147,0
2001,93,145,0
2002,86,148,0
2003,89,154,0
2004,117,162,0
2005,90,146,0
2006,99,142,0
2007,86,132,0
2008,72,140,0
2009,82,132,0
2010,83,141,0
2011,87,150,0
2012,85,137,0
2013,82,142,0
2014,96,146,0
2015,85,137,0
2016,101,143,0
2016
2017,59,130,1
2018,78,155,0
2019,71,147,1
2020,70,137,0
2021,75,143,0
2022,66,129,0
2023,87,142,0
2024,45,117,1
2025,81,140,1
2026,76,148,0
2027,71,147,0
2028,59,135,0
2029,79,139,0
2030,69,135,0
2031,57,129,0
2032,94,149,1
2033,69,138,0
2034,87,141,0
2035,65,131,1
2036,86,144,0
2037,82,139,0
2038,103,151,0
2039,45,138,0
2040,94,150,1
2041,94,147,0
2042,95,137,0
2043,52,138,0
2044,91,145,0
2045,64,139,0
2046,88,142,1
