year,A1,A2,A3
,label A1,label A2,label A3
1987,12,3334,91
1988,24,3311,152
1989,2,3381,56
1990,9,3545,72
1991,14,3487,126
1992,23,3030,152
1993,9,3360,91
1994,7,3416,63
1995,24,3580,153
1996,1,3548,41
1997,24,3404,185
1998,15,3610,96
1999,15,3389,148
2000,2,3392,48
2001,12,3455,78
2002,12,3427,109
2003,10,3407,54
2004,5,3862,80
2005,19,3260,131
2006,13,3405,83
2007,9,3397,72
2008,5,3443,57
2009,10,3153,75
2010,20,3457,118
2011,13,3292,113
2012,13,3353,103
2013,12,3340,101
2014,3,3607,33
2015,7,3133,75
2016,6,3382,86
2016
2017,19,2729,111
2018,20,2967,128
2019,32,3195,198
2020,15,3001,128
2021,25,3247,225
2022,18,2869,120
2023,21,3124,151
2024,36,2634,272
2025,26,3070,190
2026,18,3152,133
2027,37,2930,292
2028,15,2958,127
2029,19,2943,137
2030,8,2799,117
2031,21,2792,133
2032,26,3156,158
2033,7,2861,77
2034,28,3069,166
2035,30,2969,182
2036,9,3066,118
2037,26,3144,167
2038,25,3360,199
2039,28,2836,168
2040,18,3247,140
2041,0,3162,29
2042,26,2795,148
2043,12,2940,111
2044,29,3149,232
2045,29,2986,205
2046,34,3186,218
