year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,635,549,-79,-108,1,8.1,3132,27,16.0,99
1988,573,653,-236,-302,39,8.7,3396,46,16.6,114
1989,610,649,-202,-250,21,8.0,3366,33,15.1,118
1990,603,624,-184,-229,45,7.8,3242,31,16.8,113
1991,575,713,-352,-346,-2,8.1,3327,34,17.0,120
1992,583,636,-237,-222,8,9.6,3693,50,17.4,80
1993,557,701,-372,-363,-2,8.2,3127,35,15.3,102
1994,587,675,-301,-318,21,7.9,3112,27,15.3,111
1995,709,614,-67,-125,45,8.0,3380,40,18.0,114
1996,687,673,-205,-226,30,7.5,3088,26,15.2,118
1997,694,750,-258,-277,40,8.7,3437,53,18.1,122
1998,669,591,-74,-127,37,7.6,3144,32,17.2,120
1999,695,752,-296,-278,-2,8.3,3514,49,16.9,105
2000,718,660,-161,-177,53,7.7,3061,22,15.1,93
2001,584,621,-192,-273,44,7.8,3260,31,15.6,115
2002,704,592,-54,-179,121,8.1,3200,38,16.6,124
2003,670,579,-76,-145,54,7.8,3090,17,15.0,109
2004,624,581,-108,-176,15,6.8,2844,26,15.4,137
2005,753,624,-36,-142,85,8.7,3455,39,16.7,104
2006,566,622,-213,-275,39,7.9,3228,31,15.6,122
2007,690,611,-79,-186,76,7.8,3177,26,16.1,111
2008,645,601,-134,-175,31,7.8,3160,25,15.3,118
2009,732,574,-7,-85,49,8.6,3355,26,16.1,81
2010,584,618,-198,-228,33,8.2,3363,35,17.6,110
2011,591,607,-173,-262,33,8.6,3291,40,16.7,94
2012,622,618,-165,-223,31,8.4,3378,42,16.0,100
2013,569,591,-184,-196,42,8.2,3215,33,17.2,109
2014,602,597,-159,-205,60,7.3,3090,14,15.0,112
2015,708,581,-40,-116,64,8.6,3400,29,15.1,92
2016,596,631,-180,-290,61,8.3,3322,42,15.9,120
2016
2017,627,614,-172,-216,46,10.0,3760,34,15.9,69
2018,637,596,-129,-187,77,9.4,3485,36,16.5,92
2019,707,640,-105,-191,89,9.1,3631,53,17.2,104
2020,491,611,-304,-322,0,9.3,3607,43,17.2,102
2021,533,747,-445,-385,-4,9.4,3570,69,19.3,108
2022,644,606,-146,-181,49,9.8,3718,40,16.8,88
2023,694,735,-280,-294,40,9.2,3505,49,16.7,95
2024,554,753,-449,-466,62,10.8,4110,71,17.7,73
2025,629,636,-187,-197,38,9.7,3679,56,17.8,103
2026,608,700,-320,-305,28,8.8,3289,36,17.1,93
2027,526,748,-483,-385,-43,10.4,3864,66,19.1,83
2028,654,608,-121,-158,31,9.5,3565,37,17.5,88
2029,458,719,-528,-481,-41,9.7,3650,41,16.8,90
2030,590,732,-377,-312,-11,9.8,3717,42,16.8,83
2031,682,590,-89,-116,35,9.9,3696,43,17.2,79
2032,614,621,-177,-184,-6,8.9,3478,46,16.8,99
2033,473,612,-319,-339,18,9.4,3527,30,16.2,77
2034,780,660,-58,-135,59,9.2,3512,49,16.7,101
2035,697,625,-110,-185,66,9.4,3688,50,17.2,86
2036,515,608,-283,-250,-48,9.4,3629,44,17.6,93
2037,544,649,-271,-307,20,9.1,3522,53,17.0,106
2038,748,614,-27,-99,81,8.8,3405,53,18.0,120
2039,647,645,-173,-235,38,9.9,3699,52,17.8,68
2040,445,614,-345,-371,38,8.8,3455,41,17.6,104
2041,625,576,-122,-166,4,8.4,3263,14,15.1,100
2042,632,628,-169,-260,90,9.8,3734,46,15.8,86
2043,562,615,-228,-255,42,9.6,3578,39,17.0,76
2044,531,629,-268,-245,-10,9.4,3608,54,18.1,101
2045,598,653,-233,-222,-2,9.9,3773,64,18.7,87
2046,702,644,-112,-126,13,9.2,3556,63,18.8,93

min,200,400,,,,6,2500,,12,30
max,1100,1000,,,,14,5000,,24,150
steps,10,11,,,,9,11,,5,9
decimal

