year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-4.1,11.8,16.7,4.7
1988,2.1,12.4,17.1,3.0
1989,3.1,12.3,16.8,4.7
1990,3.8,12.5,16.0,4.7
1991,0.3,11.0,17.4,3.2
1992,1.7,13.2,18.8,3.5
1993,0.1,13.4,16.3,3.6
1994,2.4,12.7,18.3,4.2
1995,1.9,12.1,17.0,2.9
1996,-3.8,12.7,15.0,3.7
1997,-0.1,11.9,16.1,3.5
1998,2.2,13.4,16.4,1.9
1999,1.3,12.8,17.3,3.4
2000,1.4,14.0,16.2,7.5
2001,1.2,11.9,16.7,3.6
2002,2.9,13.7,17.1,2.9
2003,-1.5,14.5,18.3,4.5
2004,0.1,13.0,17.4,5.6
2005,-0.6,13.2,17.0,3.8
2006,-3.1,13.7,18.4,7.0
2007,3.7,14.2,17.0,3.2
2008,2.7,13.2,16.6,5.9
2009,-0.1,14.1,18.3,4.9
2010,-1.2,12.8,17.3,3.0
2011,0.2,13.6,17.3,4.5
2012,-0.5,14.0,18.1,4.5
2013,-1.1,12.9,16.8,5.9
2014,3.6,13.0,17.5,6.3
2015,2.0,12.7,19.3,6.2
2016,2.3,13.7,18.3,4.4
