year,annual-precipitations
1987,719
1988,624
1989,562
1990,346
1991,512
1992,364
1993,223
1994,400
1995,696
1996,840
1997,842
1998,711
1999,689
2000,733
2001,779
2002,618
2003,483
2004,521
2005,661
2006,557
2007,703
2008,694
2009,719
2010,900
2011,608
2012,601
2013,579
2014,752
2015,438
2016,646

min,300
max,2000
steps,10
decimal
