year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,867,618,3,-217,77,13.1,4783,57,20.1,16
1988,1157,608,318,-49,231,12.5,4569,69,19.7,36
1989,870,623,3,-202,66,13.3,4885,70,20.5,12
1990,984,622,126,-184,200,13.2,4826,71,19.8,30
1991,896,692,-116,-304,142,13.4,4897,61,19.6,6
1992,1050,643,167,-150,185,12.6,4613,78,20.3,36
1993,929,705,-70,-225,77,12.7,4651,58,18.9,30
1994,1103,690,114,-177,159,12.8,4686,68,19.7,32
1995,960,605,116,-73,132,12.8,4686,56,19.2,30
1996,1005,721,-33,-217,137,13.1,4782,65,20.5,27
1997,908,680,-47,-226,95,13.0,4737,56,19.5,10
1998,969,643,85,-179,136,13.4,4933,60,19.6,20
1999,968,710,-48,-244,128,12.9,4729,66,19.8,23
2000,941,690,-37,-197,46,12.7,4627,54,19.4,26
2001,907,621,48,-141,93,13.3,4873,68,20.7,20
2002,1008,587,183,-36,94,12.7,4664,54,19.8,22
2003,843,641,-38,-230,88,13.2,4816,73,21.0,12
2004,933,647,41,-264,262,13.2,4825,69,19.2,27
2005,994,668,80,-183,156,13.6,4949,69,20.4,19
2006,743,648,-122,-311,110,13.0,4752,72,20.4,21
2007,1100,642,233,-307,200,12.8,4666,65,19.9,32
2008,880,616,11,-252,121,12.9,4714,66,19.5,21
2009,662,667,-254,-328,-4,13.4,4904,73,20.0,13
2010,769,633,-94,-292,79,12.5,4600,62,19.6,33
2011,837,632,-26,-262,10,12.8,4668,46,18.7,20
2012,1118,598,296,-167,212,12.2,4460,50,19.0,27
2013,1075,612,234,-137,76,12.4,4556,58,18.7,34
2014,963,617,98,-220,145,13.2,4830,53,19.3,12
2015,988,631,109,-144,162,13.0,4749,66,19.1,13
2016,994,634,133,-169,235,12.5,4565,56,19.7,19
2016
2017,727,687,-188,-348,52,14.1,5147,106,21.4,16
2018,868,679,-60,-327,81,14.7,5375,94,21.3,6
2019,708,688,-209,-390,115,14.0,5096,99,21.2,11
2020,823,665,-84,-408,205,14.2,5211,84,20.7,10
2021,767,747,-276,-488,116,14.1,5133,89,20.7,6
2022,662,662,-248,-352,83,14.4,5250,95,20.7,12
2023,908,751,-113,-476,206,13.5,4926,76,19.7,9
2024,871,736,-151,-258,28,13.8,5034,83,20.4,11
2025,810,642,-73,-261,88,13.5,4930,63,18.5,11
2026,746,755,-344,-402,42,14.7,5370,88,20.0,1
2027,814,715,-183,-403,182,13.9,5083,85,21.4,9
2028,739,667,-187,-378,114,14.0,5124,102,21.0,23
2029,567,791,-540,-573,-12,14.0,5112,91,21.5,21
2030,718,730,-304,-422,81,13.2,4816,83,20.5,19
2031,868,690,-64,-263,113,13.8,5030,98,21.6,26
2032,859,657,-20,-300,172,13.7,5009,88,21.7,12
2033,755,660,-131,-351,105,13.4,4896,95,21.2,24
2034,853,678,-81,-293,171,14.1,5149,95,21.4,7
2035,652,632,-218,-391,95,13.5,4931,75,20.2,24
2036,838,655,-47,-330,165,14.1,5159,81,20.2,10
2037,657,663,-244,-363,138,13.9,5062,89,20.7,19
2038,898,680,4,-425,283,13.7,4996,89,21.6,14
2039,763,649,-133,-358,143,13.8,5027,92,20.5,14
2040,848,634,-37,-248,124,14.1,5174,82,21.3,11
2041,966,684,37,-298,142,14.1,5157,116,20.6,13
2042,714,664,-204,-274,33,14.3,5214,92,21.2,16
2043,983,653,100,-246,221,14.0,5123,90,21.3,9
2044,763,669,-139,-356,171,13.5,4930,95,21.9,17
2045,798,627,-61,-148,107,13.3,4871,68,20.6,22
2046,892,667,1,-265,207,13.5,4947,87,20.8,19
