year,A1,A2,A3
,label A1,label A2,label A3
1987,41,1937,276
1988,41,2188,268
1989,44,1905,275
1990,43,1945,280
1991,26,1812,226
1992,57,2209,307
1993,29,2020,200
1994,25,2054,222
1995,40,1958,212
1996,46,1951,308
1997,28,1928,214
1998,41,1832,267
1999,29,1991,248
2000,24,2024,203
2001,54,2001,315
2002,41,2020,230
2003,55,2032,325
2004,43,1912,280
2005,42,1852,290
2006,55,2044,312
2007,42,2130,273
2008,42,2039,256
2009,44,1849,254
2010,41,2121,229
2011,20,1951,147
2012,33,2178,225
2013,31,2109,209
2014,33,1857,227
2015,45,1935,244
2016,40,2105,216
2016
2017,90,1914,527
2018,78,1653,490
2019,80,1868,446
2020,55,1653,353
2021,50,1726,350
2022,64,1595,364
2023,39,1890,321
2024,55,1815,361
2025,36,1702,224
2026,57,1495,390
2027,60,1808,404
2028,69,1749,392
2029,64,1855,445
2030,52,2049,374
2031,76,1959,444
2032,69,1854,390
2033,74,2055,418
2034,71,1799,417
2035,52,1886,323
2036,53,1704,332
2037,66,1869,395
2038,77,1869,409
2039,71,1867,415
2040,61,1671,366
2041,78,1866,491
2042,71,1702,403
2043,62,1751,408
2044,73,2032,434
2045,47,1891,297
2046,62,1940,370

min,,1200
max,,2550
steps,,10
decimal



