year,annual-estival-days
1987,55
1988,47
1989,79
1990,80
1991,72
1992,55
1993,44
1994,67
1995,82
1996,56
1997,83
1998,52
1999,72
2000,69
2001,67
2002,50
2003,101
2004,90
2005,78
2006,89
2007,58
2008,52
2009,81
2010,69
2011,86
2012,79
2013,71
2014,69
2015,71
2016,74
