year,annual-average-temperature
1987,12.9
1988,12.9
1989,13.8
1990,13.7
1991,12.6
1992,12.6
1993,12.4
1994,13.6
1995,13.5
1996,12.9
1997,14.3
1998,13.2
1999,13.4
2000,13.4
2001,13.1
2002,13.4
2003,14.2
2004,13.2
2005,12.7
2006,13.9
2007,12.9
2008,12.9
2009,13.5
2010,12.5
2011,14.2
2012,13.3
2013,12.8
2014,13.7
2015,13.5
2016,13.4

min,10
max,16
steps,7
decimal


