year,F1,F3,M4
,label F1,label F3,label M4
1987,29,100,3
1988,42,125,1
1989,35,114,2
1990,34,118,2
1991,21,115,3
1992,41,119,1
1993,46,114,1
1994,50,112,0
1995,34,113,2
1996,26,119,3
1997,25,112,2
1998,32,99,2
1999,49,112,2
2000,22,122,3
2001,26,112,4
2002,36,113,0
2003,34,117,3
2004,32,118,1
2005,29,105,3
2006,34,120,2
2007,50,114,4
2008,25,117,3
2009,25,107,4
2010,46,114,3
2011,31,110,3
2012,32,121,3
2013,47,115,2
2014,23,110,1
2015,28,109,4
2016,26,120,3
2016
2017,36,112,5
2018,21,98,3
2019,28,108,3
2020,24,106,4
2021,26,109,4
2022,19,108,4
2023,19,116,6
2024,19,107,3
2025,27,108,5
2026,19,96,5
2027,30,105,6
2028,34,102,6
2029,18,108,5
2030,29,117,4
2031,46,107,4
2032,28,109,4
2033,27,123,6
2034,34,98,3
2035,39,104,4
2036,24,109,3
2037,27,109,4
2038,18,116,4
2039,31,114,4
2040,25,107,2
2041,24,119,3
2042,18,110,3
2043,32,108,4
2044,27,115,4
2045,26,117,2
2046,30,111,3

min,,70
max,,140
steps,,11
decimal
