year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,12,0,-22,5,7,-227,58,10,103
1988,27,1,-49,5,4,-68,55,5,191
1989,14,0,-63,6,5,-221,66,1,105
1990,32,5,-52,7,7,-167,42,4,167
1991,21,0,-59,5,2,-271,47,2,76
1992,24,0,57,5,5,-114,57,10,103
1993,22,0,-141,4,4,-195,51,5,187
1994,22,0,-5,2,2,-119,53,6,151
1995,19,0,-59,5,1,-89,50,13,191
1996,21,0,-22,6,10,-171,62,11,121
1997,18,0,-25,5,6,-190,52,2,120
1998,26,0,-25,5,10,-127,39,9,112
1999,20,0,-55,6,6,-248,51,1,122
2000,10,5,-76,7,1,-142,53,7,200
2001,22,0,-30,9,8,-169,46,12,168
2002,7,0,4,2,7,-40,63,7,183
2003,16,0,-67,6,14,-222,53,1,126
2004,29,0,-108,5,10,-231,42,3,112
2005,30,0,-45,5,11,-186,35,5,214
2006,25,0,-118,5,10,-356,56,2,114
2007,23,0,-110,6,10,-229,40,9,74
2008,22,0,-96,5,4,-225,58,10,84
2009,21,0,-59,7,0,-272,47,7,40
2010,25,0,-34,4,3,-210,40,9,32
2011,17,0,-87,6,0,-232,42,12,126
2012,15,0,41,5,9,-89,55,7,129
2013,20,0,-72,4,1,-118,52,6,214
2014,21,0,-44,3,3,-198,56,5,102
2015,21,1,-17,6,2,-223,53,10,186
2016,16,0,-2,5,3,-232,58,5,118
2016
2017,48,0,-111,8,16,-333,36,0,97
2018,40,0,-161,6,17,-295,37,2,109
2019,40,0,-129,6,12,-328,30,3,75
2020,31,0,-136,7,8,-345,43,4,74
2021,30,0,-180,8,4,-401,39,0,71
2022,31,0,-132,6,4,-284,35,8,60
2023,35,0,-179,10,10,-400,38,2,58
2024,30,0,-167,6,11,-254,36,3,179
2025,27,0,-164,8,3,-269,39,3,136
2026,41,0,-161,9,13,-411,37,1,103
2027,33,0,-173,9,14,-366,51,0,130
2028,33,0,-146,8,10,-322,39,10,121
2029,39,0,-206,9,18,-486,44,11,14
2030,30,0,-187,8,7,-374,40,4,71
2031,31,0,-118,5,18,-226,36,3,85
2032,26,1,-80,8,11,-254,48,0,68
2033,40,0,-136,9,7,-330,43,7,68
2034,33,0,-55,6,12,-232,52,0,74
2035,29,0,-122,5,5,-302,46,7,34
2036,38,0,-163,6,7,-287,34,1,93
2037,40,1,-139,8,13,-363,37,4,59
2038,23,1,-118,5,8,-351,52,6,6
2039,28,0,-118,6,4,-330,48,5,25
2040,25,0,-79,5,8,-303,47,5,100
2041,53,0,-115,7,15,-299,36,0,67
2042,33,0,-110,7,10,-285,40,13,109
2043,31,0,-88,9,13,-278,49,0,114
2044,33,0,-119,9,20,-302,51,5,91
2045,18,0,41,5,8,-86,53,4,145
2046,35,0,-99,7,8,-280,45,0,116

min,,0
max,,6
steps,,7
decimal
