year,annual-precipitations
1987,898
1988,1190
1989,947
1990,1090
1991,961
1992,855
1993,882
1994,1031
1995,842
1996,1172
1997,1057
1998,1023
1999,1143
2000,1126
2001,861
2002,1005
2003,968
2004,897
2005,981
2006,937
2007,918
2008,1219
2009,1153
2010,1083
2011,964
2012,989
2013,1220
2014,1072
2015,828
2016,879
