year,annual-hydric-deficit
1987,148
1988,461
1989,84
1990,286
1991,215
1992,-11
1993,59
1994,225
1995,-30
1996,348
1997,204
1998,201
1999,344
2000,289
2001,16
2002,211
2003,52
2004,62
2005,122
2006,41
2007,120
2008,429
2009,308
2010,259
2011,113
2012,135
2013,446
2014,275
2015,5
2016,63
