year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,269,235,121,273
1988,475,431,169,115
1989,186,397,195,169
1990,201,346,160,383
1991,168,285,219,290
1992,85,364,135,270
1993,30,350,287,216
1994,267,280,180,304
1995,343,122,167,211
1996,327,223,270,353
1997,150,258,231,419
1998,143,329,274,278
1999,315,263,266,299
2000,192,311,165,458
2001,321,265,141,135
2002,181,248,165,411
2003,254,209,179,326
2004,256,274,127,240
2005,134,249,266,332
2006,279,172,261,224
2007,264,332,179,142
2008,348,366,171,334
2009,289,327,119,418
2010,253,286,141,404
2011,152,284,228,301
2012,109,345,150,385
2013,375,348,226,271
2014,399,253,208,212
2015,290,158,237,143
2016,355,181,201,141
