year,annual-estival-days
1987,69
1988,71
1989,102
1990,100
1991,87
1992,67
1993,54
1994,82
1995,89
1996,64
1997,97
1998,87
1999,100
2000,87
2001,79
2002,69
2003,108
2004,97
2005,101
2006,98
2007,74
2008,70
2009,111
2010,88
2011,105
2012,95
2013,81
2014,98
2015,89
2016,90

min,0
max,135
steps,10
decimal
