year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,678,687,-253,-341,41,12.9,4716,77,19.8,31
1988,664,680,-268,-381,79,13.2,4829,84,20.7,22
1989,616,692,-318,-415,77,12.1,4435,72,19.3,50
1990,544,643,-334,-421,52,12.0,4405,53,18.6,35
1991,650,774,-440,-448,-7,13.1,4768,68,19.6,20
1992,600,667,-316,-354,41,12.8,4665,63,19.7,22
1993,601,773,-466,-502,40,12.6,4640,67,19.8,31
1994,713,751,-349,-411,14,12.8,4688,68,20.2,33
1995,667,667,-255,-359,94,13.3,4869,79,20.4,30
1996,492,717,-544,-532,-30,13.8,5019,71,20.2,18
1997,608,782,-481,-475,-37,13.7,5018,87,21.2,28
1998,492,703,-475,-486,1,13.4,4908,62,19.8,22
1999,664,779,-442,-563,51,13.0,4770,74,19.3,30
2000,563,806,-566,-598,47,13.7,4998,83,20.9,24
2001,528,666,-374,-413,20,13.0,4742,72,19.1,24
2002,712,647,-191,-331,111,12.7,4645,56,19.1,32
2003,667,707,-299,-352,31,13.3,4873,86,20.4,34
2004,718,678,-212,-262,-19,13.3,4848,71,19.5,22
2005,748,698,-195,-412,109,13.2,4829,80,20.7,23
2006,594,651,-311,-394,71,12.5,4595,51,19.0,33
2007,618,688,-329,-402,89,13.5,4945,70,21.1,28
2008,624,693,-313,-342,-20,13.2,4804,81,20.0,27
2009,643,665,-250,-414,69,12.3,4491,51,19.0,39
2010,550,679,-381,-451,84,13.6,4977,84,20.5,24
2011,616,682,-311,-348,20,12.4,4544,52,19.0,26
2012,794,677,-132,-329,114,12.8,4703,64,19.2,41
2013,713,678,-226,-353,67,13.3,4867,72,20.6,25
2014,578,667,-342,-391,-1,12.9,4725,77,19.5,30
2015,698,694,-240,-371,18,12.3,4509,63,19.0,30
2016,620,717,-338,-489,75,13.3,4867,92,19.5,27
2016
2017,490,756,-520,-583,69,14.9,5420,118,20.8,10
2018,550,695,-404,-436,19,14.2,5212,77,20.0,15
2019,612,725,-361,-484,75,13.8,5025,100,22.0,34
2020,511,774,-495,-576,39,13.9,5102,97,21.3,29
2021,574,819,-584,-640,45,15.1,5521,89,20.9,16
2022,634,706,-321,-394,40,14.3,5228,92,21.6,18
2023,560,848,-600,-630,19,14.4,5250,111,21.9,11
2024,747,808,-379,-460,93,14.3,5230,102,22.0,14
2025,597,721,-385,-443,118,14.5,5303,101,22.2,20
2026,500,861,-708,-709,83,15.5,5661,116,22.8,12
2027,487,809,-639,-617,26,14.2,5203,105,21.5,26
2028,725,726,-258,-564,199,14.7,5392,96,21.7,23
2029,505,816,-663,-549,-83,14.6,5318,100,22.6,15
2030,644,871,-556,-601,44,15.2,5551,137,23.8,22
2031,569,697,-361,-414,32,14.0,5102,100,22.0,16
2032,508,773,-514,-581,43,14.6,5336,108,22.8,20
2033,534,739,-457,-482,52,14.6,5313,110,21.8,5
2034,534,743,-466,-513,38,14.4,5243,104,21.9,19
2035,528,753,-466,-629,92,14.1,5178,109,22.4,29
2036,591,730,-375,-533,102,13.8,5045,104,20.9,14
2037,594,688,-370,-438,34,14.1,5148,72,19.7,14
2038,588,729,-404,-484,44,14.5,5296,110,21.8,19
2039,459,722,-523,-543,19,13.9,5093,105,21.2,29
2040,616,725,-356,-514,75,14.4,5269,100,21.2,11
2041,622,718,-362,-476,45,14.5,5280,110,20.9,16
2042,458,774,-549,-557,24,14.0,5127,111,22.3,30
2043,586,750,-407,-500,74,14.4,5246,114,21.6,13
2044,621,751,-384,-443,49,14.4,5273,113,22.1,17
2045,682,730,-317,-472,160,14.6,5339,104,21.5,17
2046,689,728,-298,-383,94,14.8,5406,106,21.8,19

min,300,500,,,,11,4000,50,18
max,900,1000,,,,17,6000,140,24
steps,11,11,,,,7,11,10,7
decimal



