year,annual-hydric-deficit
1987,-264
1988,-37
1989,-388
1990,-216
1991,-193
1992,10
1993,-108
1994,-167
1995,-159
1996,-175
1997,-204
1998,-163
1999,-59
2000,-252
2001,-225
2002,-208
2003,-333
2004,-202
2005,-452
2006,-389
2007,-203
2008,-123
2009,-216
2010,-266
2011,-530
2012,-348
2013,-2
2014,-309
2015,-374
2016,-261
