year,annual-frozen-days
1987,178
1988,182
1989,145
1990,149
1991,188
1992,172
1993,174
1994,162
1995,166
1996,164
1997,166
1998,161
1999,155
2000,120
2001,174
2002,181
2003,164
2004,165
2005,156
2006,148
2007,148
2008,146
2009,173
2010,184
2011,145
2012,164
2013,153
2014,144
2015,128
2016,166

min,120
max,255
steps,10
decimal
