year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-EMU,label C2-EMU,label C3-EMU,label C12-EMU,label M1,label M2,label M8-EMU,label Co2,label Co3-EMU
1987,0,4,-123,6,0,-195,52,59,46
1988,4,0,-102,5,0,-162,55,65,43
1989,18,2,-104,5,2,-182,53,66,61
1990,4,9,-91,3,0,-101,46,71,90
1991,9,2,-229,1,0,-260,36,62,82
1992,3,5,-153,2,0,-148,44,67,85
1993,0,12,-150,6,0,-259,53,63,40
1994,0,6,-96,5,0,-222,54,61,71
1995,0,1,-50,2,0,-115,57,59,42
1996,4,2,-165,4,0,-250,58,70,62
1997,5,10,-123,1,0,-186,42,70,78
1998,7,6,-112,1,0,-155,50,63,104
1999,2,6,-136,2,0,-173,43,56,58
2000,2,1,-135,2,0,-175,42,56,72
2001,9,3,-127,3,0,-230,46,73,47
2002,0,2,-150,2,0,-138,46,64,88
2003,0,2,-117,5,0,-215,61,78,32
2004,1,0,-79,5,0,-196,51,61,37
2005,2,2,-126,3,0,-206,56,74,54
2006,2,1,-78,2,0,-134,50,68,99
2007,14,4,-193,2,0,-298,32,68,55
2008,6,6,-150,0,0,-186,43,63,95
2009,0,3,-29,2,0,-60,54,57,82
2010,2,1,-129,3,0,-181,42,65,40
2011,4,1,6,1,0,-106,44,69,85
2012,4,1,-120,1,0,-203,53,55,85
2013,2,0,-103,2,0,-195,50,68,49
2014,7,6,-116,1,0,-139,43,67,63
2015,8,5,-112,1,0,-121,41,51,73
2016,2,11,-113,3,0,-187,50,42,65
2016
2017,2,3,-105,5,0,-168,49,69,49
2018,1,0,-163,2,0,-154,41,46,121
2019,0,1,-57,4,0,-46,56,46,67
2020,1,0,-77,5,0,-152,51,36,31
2021,4,0,-134,4,0,-254,48,47,58
2022,12,1,-74,2,0,-143,44,49,78
2023,7,0,-165,3,0,-312,43,61,46
2024,5,2,-180,3,0,-281,44,50,55
2025,4,2,-100,3,0,-159,46,56,72
2026,8,2,-190,2,0,-200,27,59,138
2027,2,3,-81,4,0,-170,43,62,60
2028,2,1,-89,2,0,-47,45,51,113
2029,2,1,-146,5,0,-265,45,44,45
2030,9,2,-167,3,0,-221,33,73,50
2031,5,2,-93,4,0,-124,43,63,85
2032,2,0,-135,3,0,-182,42,51,61
2033,1,2,-191,4,0,-219,43,59,34
2034,2,1,-75,5,0,-202,49,64,39
2035,3,1,-124,3,0,-244,44,58,49
2036,2,0,-100,2,0,-94,56,43,117
2037,4,1,-145,3,0,-158,48,46,88
2038,5,4,-108,5,0,-168,51,50,45
2039,3,3,-103,3,0,-103,48,60,92
2040,1,0,-70,3,0,-106,58,49,118
2041,0,1,-123,5,0,-104,53,65,136
2042,1,0,-143,1,0,-110,51,50,107
2043,2,4,-71,1,0,-69,50,47,124
2044,2,0,-55,3,0,-35,51,43,109
2045,2,0,-46,5,0,-119,52,48,85
2046,4,0,-124,3,0,-146,46,46,82
