year,F1,F3,M4
,label F1,label F3,label M4
1987,140,188,2
1988,129,182,2
1989,144,186,1
1990,139,184,3
1991,129,173,1
1992,139,182,3
1993,141,184,4
1994,136,187,3
1995,120,174,2
1996,135,186,2
1997,151,186,1
1998,148,189,2
1999,144,182,1
2000,131,172,1
2001,132,179,3
2002,129,175,3
2003,135,189,3
2004,140,182,2
2005,132,183,3
2006,139,184,1
2007,130,170,5
2008,132,174,3
2009,144,191,1
2010,130,170,0
2011,134,181,2
2012,107,169,4
2013,127,173,3
2014,137,179,0
2015,137,180,1
2016,146,186,2
2016
2017,131,180,1
2018,109,160,2
2019,100,168,0
2020,113,169,1
2021,131,176,1
2022,127,175,0
2023,129,171,4
2024,128,166,1
2025,109,167,2
2026,131,168,1
2027,85,161,1
2028,114,170,0
2029,118,163,1
2030,125,164,2
2031,123,173,2
2032,121,172,2
2033,121,166,2
2034,110,163,3
2035,128,170,2
2036,116,175,0
2037,123,171,2
2038,133,182,1
2039,123,166,3
2040,118,170,2
2041,127,172,3
2042,120,168,1
2043,127,172,1
2044,127,178,0
2045,120,173,0
2046,121,166,2

min,,19-May
max,,18-Jul
steps,,4
decimal
