year,annual-precipitations
1987,311
1988,391
1989,341
1990,403
1991,321
1992,524
1993,451
1994,529
1995,662
1996,532
1997,574
1998,708
1999,527
2000,728
2001,562
2002,506
2003,549
2004,677
2005,648
2006,722
2007,686
2008,810
2009,432
2010,523
2011,582
2012,692
2013,548
2014,650
2015,700
2016,549

min,240
max,1040
steps,11
decimal
