year,annual-estival-days
1987,0
1988,8
1989,1
1990,0
1991,3
1992,7
1993,1
1994,17
1995,0
1996,0
1997,7
1998,0
1999,8
2000,1
2001,7
2002,14
2003,18
2004,6
2005,11
2006,17
2007,9
2008,4
2009,7
2010,21
2011,18
2012,2
2013,10
2014,25
2015,4
2016,5
