year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-11.7,6.1,11.3,-0.5
1988,-5.5,7.7,14.2,-2.0
1989,-1.6,8.9,13.3,-0.9
1990,-2.9,8.1,12.6,-0.1
1991,-5.8,5.9,13.1,-0.5
1992,-0.3,7.8,10.8,-0.9
1993,-1.5,6.6,10.2,-1.6
1994,-8.4,8.5,15.3,0.2
1995,-1.9,7.4,12.9,-0.5
1996,-6.5,6.1,13.2,1.0
1997,-3.4,6.5,15.4,-0.1
1998,-4.7,7.0,13.0,-0.6
1999,-5.9,8.6,13.7,1.0
2000,-3.5,8.5,12.9,3.7
2001,-6.4,8.0,14.4,-0.9
2002,-3.4,10.0,14.8,-4.9
2003,-6.6,7.5,14.7,0.2
2004,-4.7,8.3,13.8,0.4
2005,-5.1,8.3,14.3,1.2
2006,-7.1,8.6,15.8,2.6
2007,-5.2,8.7,13.5,1.9
2008,-1.9,8.5,12.0,1.9
2009,-5.6,8.1,13.3,-1.2
2010,-9.5,8.3,14.4,-4.8
2011,-7.8,9.3,15.0,3.2
2012,-5.7,7.1,13.2,-1.4
2013,-6.4,9.5,13.4,1.8
2014,-2.8,8.2,14.7,1.1
2015,-1.5,7.8,13.3,2.7
2016,-5.2,8.9,13.5,-0.6
