year,annual-hydric-deficit
1987,435
1988,499
1989,230
1990,427
1991,257
1992,217
1993,320
1994,409
1995,-126
1996,-117
1997,92
1998,535
1999,317
2000,169
2001,294
2002,457
2003,44
2004,235
2005,27
2006,18
2007,252
2008,154
2009,42
2010,179
2011,292
2012,245
2013,76
2014,126
2015,275
2016,88
