year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,869,11,9,0
1988,965,9,-172,5
1989,921,10,-56,5
1990,1104,11,-270,0
1991,1013,11,-391,1
1992,1039,9,-76,3
1993,1140,11,-262,3
1994,895,10,-187,9
1995,934,11,-20,7
1996,966,11,-288,4
1997,1098,12,-346,0
1998,1051,10,-228,4
1999,945,10,-353,10
2000,1173,13,-234,10
2001,1055,12,-209,0
2002,1100,12,-180,8
2003,1100,10,-119,3
2004,933,12,-262,1
2005,925,10,-111,5
2006,1153,11,-49,1
2007,1102,10,-106,1
2008,1138,12,-233,2
2009,1095,12,-146,1
2010,1158,13,-113,3
2011,1090,10,-254,0
2012,1071,11,-278,1
2013,1048,13,-69,6
2014,1058,10,-65,5
2015,836,9,-15,6
2016,1035,10,-112,3
2016
2017,972,10,26,3
2018,1109,12,-94,6
2019,1353,13,-145,0
2020,1295,12,-210,0
2021,1281,12,-328,4
2022,1048,11,8,1
2023,1153,11,-113,0
2024,1247,11,-350,5
2025,1098,11,-106,0
2026,1044,10,-141,5
2027,1180,11,-164,1
2028,1132,11,-219,5
2029,1191,10,-356,1
2030,1296,12,-192,0
2031,1203,11,-181,1
2032,1129,12,-218,1
2033,1217,10,-20,0
2034,1292,11,-121,3
2035,1265,13,-146,0
2036,1146,12,-172,10
2037,1290,12,-165,4
2038,1190,10,-201,1
2039,1298,13,-52,0
2040,956,10,22,2
2041,1322,12,-161,0
2042,1105,12,-96,0
2043,1333,13,-96,1
2044,1111,11,-126,3
2045,1296,12,-104,0
2046,1207,12,-149,4
