year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,902,466,289,9,136,8.1,3079,0,14.2,87
1988,885,515,226,-172,292,8.3,3139,7,15.6,84
1989,901,486,282,-56,216,8.6,3218,2,15.1,65
1990,644,517,-15,-270,202,8.6,3244,5,16.1,82
1991,594,630,-249,-391,79,8.5,3238,1,16.1,75
1992,850,501,205,-76,158,7.9,3046,4,15.1,105
1993,884,669,-41,-262,163,9.4,3477,5,15.8,57
1994,925,601,86,-187,171,8.8,3274,3,15.7,68
1995,849,475,233,-20,131,8.8,3245,3,15.9,70
1996,853,659,-52,-288,177,8.4,3209,3,15.8,85
1997,802,669,-89,-346,146,8.6,3283,3,16.2,87
1998,699,505,53,-228,166,8.1,3138,9,16.2,98
1999,715,653,-201,-353,112,8.0,3072,8,16.0,107
2000,816,644,-61,-234,84,9.0,3397,17,18.0,80
2001,738,504,86,-209,210,9.5,3512,8,16.5,52
2002,702,523,28,-180,103,9.0,3338,3,16.0,84
2003,867,518,206,-119,217,8.7,3303,8,16.3,82
2004,686,515,14,-262,155,8.3,3152,1,15.8,83
2005,832,502,199,-111,214,8.1,3105,0,15.1,85
2006,996,517,335,-49,267,8.8,3377,2,16.2,83
2007,861,510,206,-106,228,8.7,3265,5,15.8,81
2008,709,538,23,-233,179,9.3,3479,5,16.4,71
2009,762,515,103,-146,187,8.9,3290,7,16.4,62
2010,715,535,35,-113,87,9.0,3341,9,17.0,78
2011,722,538,40,-254,194,8.7,3288,8,15.9,69
2012,565,530,-108,-278,107,8.6,3259,6,16.3,83
2013,816,520,162,-69,128,8.5,3177,6,16.6,76
2014,934,522,274,-65,256,9.1,3438,9,16.1,64
2015,946,474,331,-15,263,8.6,3191,2,15.1,62
2016,815,497,179,-112,189,9.0,3344,6,15.5,67
2016
2017,848,485,214,26,114,8.9,3308,2,15.2,61
2018,928,533,246,-94,226,9.1,3409,15,17.0,77
2019,978,548,274,-145,283,10.4,3838,22,17.6,42
2020,864,547,174,-210,293,10.0,3678,25,17.7,49
2021,816,654,-63,-328,208,9.5,3543,10,16.7,73
2022,963,494,312,8,258,9.7,3587,8,16.6,50
2023,926,634,53,-113,134,9.5,3561,4,16.3,64
2024,764,653,-113,-350,174,9.9,3658,13,16.3,50
2025,832,503,187,-106,210,9.5,3500,4,16.1,57
2026,933,661,15,-141,129,9.9,3621,4,16.0,41
2027,1097,645,201,-164,293,9.9,3655,7,16.2,51
2028,782,506,113,-219,155,10.6,3883,9,16.8,33
2029,805,699,-188,-356,144,10.1,3720,11,16.0,57
2030,1079,633,208,-192,347,10.5,3844,14,16.9,40
2031,846,542,158,-181,252,9.4,3488,7,16.6,70
2032,731,522,52,-218,191,9.2,3466,5,16.3,72
2033,854,525,166,-20,151,10.2,3735,11,16.1,53
2034,906,569,161,-121,203,10.3,3754,12,16.2,43
2035,912,515,241,-146,339,10.3,3776,6,16.8,46
2036,833,529,150,-172,242,9.4,3487,8,16.7,64
2037,874,539,182,-165,206,10.2,3756,14,17.0,59
2038,840,556,131,-201,204,9.8,3645,20,15.9,59
2039,1065,525,385,-52,285,10.3,3799,14,17.5,47
2040,1111,477,477,22,296,9.1,3364,4,15.4,75
2041,779,549,80,-161,177,9.6,3604,9,16.4,73
2042,809,503,142,-96,143,9.9,3657,2,15.9,45
2043,807,547,108,-96,152,10.2,3775,18,18.1,66
2044,934,521,263,-126,260,9.3,3430,14,16.2,65
2045,880,529,187,-104,165,10.2,3788,9,17.0,56
2046,826,517,153,-149,223,10.3,3769,11,16.5,40
