year,F1,F3,M4
,label F1,label F3,label M4
1987,80,140,2
1988,93,154,2
1989,62,149,1
1990,90,143,2
1991,84,154,3
1992,93,148,3
1993,59,139,1
1994,63,148,1
1995,63,151,0
1996,99,156,1
1997,91,154,3
1998,92,148,2
1999,90,154,2
2000,76,147,1
2001,54,141,2
2002,78,145,3
2003,87,151,1
2004,78,145,2
2005,99,153,2
2006,85,140,3
2007,91,146,2
2008,78,143,1
2009,75,144,3
2010,72,149,1
2011,77,145,1
2012,89,149,4
2013,62,150,1
2014,69,144,1
2015,73,152,2
2016,66,145,3
2016
2017,90,151,0
2018,66,156,2
2019,59,139,1
2020,50,138,1
2021,81,146,3
2022,76,143,0
2023,77,142,1
2024,52,141,2
2025,80,145,1
2026,57,141,0
2027,76,137,1
2028,58,140,2
2029,59,141,1
2030,54,137,2
2031,87,146,3
2032,90,145,2
2033,61,133,1
2034,50,138,2
2035,56,129,1
2036,63,146,2
2037,72,140,2
2038,65,144,3
2039,58,140,1
2040,88,151,0
2041,93,144,3
2042,72,136,1
2043,79,141,2
2044,69,145,2
2045,80,142,2
2046,63,139,2
