year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-1.2,10.0,14.7,6.2
1988,3.5,11.8,15.4,6.0
1989,5.3,11.5,16.0,6.0
1990,5.8,12.0,15.4,6.2
1991,2.5,9.7,16.5,5.7
1992,4.4,12.8,16.3,5.2
1993,2.5,12.2,14.0,4.1
1994,2.2,11.5,17.0,6.5
1995,2.9,10.8,17.1,4.4
1996,-1.7,10.5,15.2,4.6
1997,2.4,10.9,17.4,5.0
1998,4.7,12.1,14.9,4.1
1999,3.2,11.6,17.6,5.7
2000,4.2,12.8,15.4,7.6
2001,2.0,11.1,16.3,6.6
2002,4.7,12.7,17.8,4.4
2003,1.7,12.5,17.6,5.7
2004,2.6,12.0,16.5,6.2
2005,2.3,12.1,16.6,6.7
2006,0.3,12.2,18.7,9.2
2007,5.5,13.5,16.1,6.0
2008,4.6,12.4,16.1,6.1
2009,2.3,12.6,17.0,5.6
2010,-0.3,10.9,16.6,2.7
2011,1.8,13.1,16.0,6.7
2012,2.9,11.1,15.8,5.1
2013,0.2,11.3,16.2,7.2
2014,4.5,12.7,17.4,7.7
2015,3.2,10.9,16.2,8.3
2016,2.8,12.7,17.1,5.8
