year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,131,261,280,243
1988,359,137,303,249
1989,170,157,298,217
1990,239,168,377,220
1991,175,187,224,235
1992,190,98,245,337
1993,189,102,300,277
1994,274,159,307,273
1995,228,112,169,55
1996,50,98,171,195
1997,108,211,287,172
1998,234,292,277,313
1999,248,147,216,298
2000,227,163,147,207
2001,147,150,363,222
2002,282,213,344,250
2003,98,261,153,230
2004,240,189,307,161
2005,158,145,200,215
2006,108,136,279,247
2007,259,200,336,165
2008,223,103,348,222
2009,120,150,224,279
2010,147,159,281,246
2011,110,160,444,237
2012,139,215,296,231
2013,108,195,176,249
2014,151,199,209,286
2015,240,141,267,293
2016,198,191,211,157
