year,annual-precipitations
1987,915
1988,1049
1989,841
1990,1002
1991,821
1992,870
1993,869
1994,1014
1995,565
1996,514
1997,778
1998,1115
1999,909
2000,743
2001,882
2002,1088
2003,741
2004,897
2005,718
2006,771
2007,961
2008,896
2009,772
2010,832
2011,951
2012,881
2013,729
2014,843
2015,940
2016,756
