year,annual-average-temperature
1987,7.5
1988,9.2
1989,9.7
1990,9.9
1991,8.7
1992,9.7
1993,8.2
1994,9.3
1995,8.8
1996,7.2
1997,9.0
1998,9.0
1999,9.6
2000,10.0
2001,9.1
2002,9.9
2003,9.4
2004,9.3
2005,9.5
2006,10.1
2007,10.3
2008,9.8
2009,9.4
2010,7.5
2011,9.4
2012,8.7
2013,8.8
2014,10.6
2015,9.7
2016,9.6
