year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,0,3,60,2,0,37,89,31,160
1988,1,4,-28,3,0,-149,83,20,114
1989,0,1,20,2,0,-29,83,22,133
1990,1,5,-85,3,0,-230,76,22,66
1991,0,10,-153,6,0,-314,80,21,107
1992,0,3,-27,3,0,-108,69,40,178
1993,0,0,-46,3,0,-214,67,21,98
1994,0,3,-120,2,0,-118,87,21,180
1995,0,1,-21,2,0,-43,84,22,189
1996,2,2,-106,3,0,-219,76,19,144
1997,1,4,-149,2,0,-325,77,28,146
1998,3,3,-69,5,0,-170,76,31,113
1999,1,6,-164,5,0,-346,86,37,122
2000,1,2,-52,3,0,-155,89,29,130
2001,1,0,-85,5,0,-174,81,25,90
2002,2,3,-111,6,0,-156,74,24,141
2003,3,0,-33,3,0,-102,70,27,175
2004,0,1,-103,5,0,-238,89,33,89
2005,0,3,-50,3,0,-149,82,24,125
2006,0,0,-4,3,0,-58,74,29,132
2007,4,1,-20,3,0,-108,74,24,139
2008,2,1,-141,2,0,-229,73,15,119
2009,1,4,-118,4,0,-153,76,21,135
2010,3,1,-5,3,0,-75,78,33,193
2011,5,0,-114,4,0,-224,75,25,107
2012,0,2,-77,5,0,-238,76,27,87
2013,3,1,-50,3,0,-87,83,31,185
2014,6,0,71,4,0,-37,74,19,105
2015,2,2,3,4,0,11,80,12,176
2016,0,7,3,6,0,-122,80,20,154
2016
2017,1,12,21,1,0,-10,72,7,163
2018,8,4,-81,6,0,-205,68,32,250
2019,10,0,-63,3,0,-131,60,17,136
2020,7,2,-118,5,0,-181,79,20,180
2021,4,9,-160,4,0,-297,57,19,130
2022,0,4,63,2,0,20,88,8,99
2023,0,2,-75,2,0,-107,68,19,122
2024,7,6,-123,4,0,-246,61,10,68
2025,3,2,-9,3,0,-125,76,15,149
2026,2,2,22,1,0,-78,75,12,165
2027,5,3,-88,2,0,-142,67,11,155
2028,3,1,-51,4,0,-138,79,5,83
2029,2,3,-133,1,0,-282,57,13,98
2030,8,2,-109,2,1,-196,59,17,181
2031,2,4,-83,5,0,-233,68,15,122
2032,4,7,-97,3,0,-169,80,11,129
2033,3,5,45,1,0,-5,74,17,163
2034,10,0,-81,1,0,-124,58,13,160
2035,3,2,-76,4,0,-122,69,16,123
2036,5,3,-48,5,0,-141,64,20,138
2037,6,4,-76,2,0,-154,69,10,111
2038,12,6,-169,4,0,-236,54,9,125
2039,4,5,-33,2,0,-68,76,10,165
2040,3,4,-60,2,0,-9,71,15,198
2041,4,8,-113,3,0,-131,57,13,80
2042,1,1,-54,3,0,-160,70,5,120
2043,8,1,-31,2,0,-94,78,17,132
2044,4,4,-74,3,0,-149,74,24,140
2045,6,8,-14,3,0,-62,74,5,168
2046,3,3,-71,1,0,-138,68,5,103
