year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,860,825,-236,-383,24,11.5,4226,75,20.4,59
1988,736,803,-349,-478,110,12.0,4402,62,19.4,49
1989,675,807,-428,-587,40,12.4,4537,57,19.2,38
1990,637,816,-442,-697,243,11.8,4317,67,19.6,51
1991,745,862,-432,-704,280,11.3,4120,42,17.6,67
1992,682,797,-395,-520,52,12.0,4417,52,19.9,52
1993,551,841,-617,-613,-54,12.0,4411,56,19.4,56
1994,636,889,-580,-597,-43,11.6,4298,72,20.2,56
1995,873,821,-223,-406,109,12.0,4398,69,21.9,48
1996,738,823,-410,-588,79,11.5,4201,48,18.7,44
1997,543,821,-580,-546,-18,11.1,4066,46,18.5,68
1998,820,843,-302,-597,213,12.3,4525,90,20.9,46
1999,588,845,-539,-509,-20,12.3,4516,82,19.9,60
2000,580,782,-469,-534,12,11.2,4146,62,20.0,75
2001,659,877,-523,-508,-28,11.7,4308,65,19.7,56
2002,752,789,-326,-479,67,12.0,4411,63,19.9,45
2003,921,809,-149,-404,98,11.7,4298,65,20.9,54
2004,718,820,-405,-490,70,12.3,4514,79,20.0,39
2005,745,798,-340,-402,-10,12.0,4393,67,19.6,25
2006,611,846,-534,-634,34,12.8,4695,69,20.4,35
2007,727,860,-408,-638,66,12.1,4411,78,20.3,51
2008,849,854,-254,-629,278,11.8,4304,63,19.8,62
2009,497,793,-573,-580,-91,11.4,4157,52,19.4,49
2010,796,817,-290,-481,73,12.1,4419,57,19.4,29
2011,923,771,-122,-386,212,11.4,4175,57,19.4,53
2012,673,841,-447,-662,117,12.4,4545,67,20.6,41
2013,974,895,-215,-558,270,13.1,4792,84,20.5,47
2014,722,837,-374,-556,116,11.7,4302,66,19.9,67
2015,673,775,-375,-586,128,11.4,4158,47,17.9,52
2016,857,796,-227,-529,172,12.0,4401,57,19.5,49
2016
2017,737,837,-374,-552,174,12.7,4625,82,20.9,49
2018,506,852,-627,-713,100,12.8,4687,88,21.7,27
2019,756,846,-367,-420,59,13.0,4758,84,21.7,46
2020,686,884,-470,-583,12,12.6,4615,105,22.4,56
2021,727,901,-493,-561,15,12.4,4528,71,19.6,48
2022,520,874,-645,-649,60,13.4,4906,101,22.1,46
2023,925,920,-306,-497,189,13.8,5055,99,22.9,23
2024,1011,907,-220,-294,110,12.0,4408,82,21.5,54
2025,555,854,-561,-647,91,12.4,4546,71,20.9,43
2026,581,839,-586,-571,3,12.8,4682,83,20.3,39
2027,667,914,-587,-541,-19,13.1,4797,83,21.0,34
2028,693,876,-467,-596,106,13.6,4998,90,21.0,28
2029,784,890,-435,-524,93,12.5,4605,88,21.1,50
2030,879,909,-362,-525,164,12.7,4632,70,20.8,43
2031,584,827,-518,-547,43,12.7,4628,83,21.4,33
2032,780,895,-405,-567,135,13.9,5082,113,22.3,45
2033,847,841,-272,-523,201,12.1,4439,88,20.4,61
2034,781,887,-407,-549,153,12.9,4699,89,22.2,56
2035,571,871,-574,-689,103,13.6,4960,79,21.7,34
2036,663,851,-486,-604,47,13.6,4976,98,21.3,22
2037,884,838,-226,-689,359,12.7,4657,81,21.0,52
2038,807,826,-306,-519,251,13.9,5084,76,20.5,10
2039,609,876,-555,-743,175,13.5,4924,80,21.0,31
2040,645,874,-502,-685,207,13.1,4787,90,21.2,31
2041,582,851,-538,-705,198,12.6,4617,78,20.4,37
2042,584,883,-577,-640,138,13.0,4734,100,21.8,44
2043,799,887,-366,-587,248,13.4,4881,83,20.8,20
2044,900,882,-274,-443,173,14.0,5142,87,21.6,27
2045,802,800,-282,-516,260,12.7,4648,83,21.7,39
2046,751,831,-363,-518,163,12.8,4661,86,20.6,40

min,450,500,,,,10,4000,40,17
max,1050,1000,,,,16,6000,130,23
steps,11,11,,,,7,11,10,7
decimal



