year,annual-frozen-days
1987,36
1988,25
1989,32
1990,38
1991,37
1992,30
1993,26
1994,4
1995,8
1996,11
1997,10
1998,29
1999,31
2000,32
2001,48
2002,27
2003,57
2004,63
2005,79
2006,53
2007,39
2008,37
2009,41
2010,65
2011,36
2012,47
2013,64
2014,20
2015,42
2016,35
