year,annual-estival-days
1987,87
1988,84
1989,108
1990,100
1991,102
1992,77
1993,76
1994,89
1995,75
1996,64
1997,95
1998,97
1999,111
2000,100
2001,111
2002,104
2003,135
2004,131
2005,119
2006,119
2007,120
2008,89
2009,124
2010,109
2011,130
2012,112
2013,107
2014,117
2015,117
2016,105
