year,annual-average-temperature
1987,13.3
1988,13.9
1989,14.5
1990,14.4
1991,13.8
1992,14.1
1993,13.6
1994,14.6
1995,13.9
1996,13.4
1997,14.5
1998,13.9
1999,14.3
2000,13.8
2001,14.2
2002,14.4
2003,14.8
2004,13.8
2005,13.6
2006,14.6
2007,14.1
2008,13.8
2009,14.4
2010,13.1
2011,14.6
2012,14.2
2013,13.4
2014,14.7
2015,14.5
2016,14.1
