year,annual-frozen-days
1987,60
1988,56
1989,45
1990,37
1991,18
1992,42
1993,50
1994,7
1995,37
1996,31
1997,36
1998,46
1999,43
2000,43
2001,40
2002,20
2003,35
2004,44
2005,60
2006,57
2007,40
2008,44
2009,43
2010,53
2011,37
2012,59
2013,46
2014,29
2015,53
2016,45
