year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1705,10,-425,2
1988,1807,13,-451,2
1989,1734,12,-424,0
1990,1794,12,-409,0
1991,1861,12,-491,0
1992,1938,13,-441,1
1993,1792,12,-539,0
1994,1776,11,-413,1
1995,1707,13,-476,2
1996,1758,13,-535,0
1997,1744,11,-353,0
1998,2037,12,-445,0
1999,1666,12,-425,2
2000,1861,11,-594,1
2001,1755,12,-407,0
2002,1743,11,-311,1
2003,1695,11,-485,0
2004,1850,11,-469,0
2005,1781,12,-412,0
2006,1810,11,-431,0
2007,1774,12,-498,1
2008,1865,11,-471,0
2009,1866,13,-487,0
2010,1950,13,-576,0
2011,1741,12,-376,1
2012,1804,11,-402,2
2013,1678,12,-309,2
2014,1924,12,-534,0
2015,1701,10,-402,0
2016,1802,11,-394,0
2016
2017,2047,13,-513,1
2018,1836,13,-465,0
2019,1852,14,-467,0
2020,1971,13,-498,4
2021,2011,14,-522,0
2022,1999,12,-398,0
2023,2007,12,-472,0
2024,2005,13,-602,2
2025,2052,14,-509,0
2026,2066,13,-446,1
2027,1878,11,-549,0
2028,2072,12,-483,0
2029,1874,12,-468,0
2030,2018,14,-564,0
2031,2102,14,-423,0
2032,2102,15,-583,0
2033,2218,15,-532,0
2034,2142,14,-355,3
2035,2047,14,-433,2
2036,2027,13,-487,0
2037,1937,13,-472,0
2038,2277,13,-520,0
2039,2170,14,-529,5
2040,1978,13,-469,1
2041,2045,12,-527,0
2042,1865,12,-394,1
2043,1840,11,-455,0
2044,1969,14,-322,0
2045,2117,14,-546,1
2046,1988,11,-467,1

min.,1000,10
max.,3000,20
steps.,11,11
decimals
