year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,648,671,-294,-425,51,12.4,4520,57,18.6,24
1988,520,688,-422,-451,44,12.1,4422,70,19.8,34
1989,655,673,-272,-424,22,12.1,4411,51,18.7,30
1990,572,684,-352,-409,-18,12.0,4406,58,19.4,31
1991,619,762,-471,-491,6,12.9,4705,69,19.5,13
1992,616,709,-347,-441,73,12.4,4532,85,20.7,32
1993,590,761,-499,-539,9,12.4,4537,61,18.8,29
1994,765,749,-308,-413,87,12.5,4559,52,18.8,24
1995,594,647,-302,-476,104,11.9,4335,61,20.1,30
1996,516,752,-565,-535,-51,12.6,4585,68,19.8,18
1997,770,716,-266,-353,13,12.4,4517,63,19.3,28
1998,554,719,-423,-445,-22,13.0,4744,86,20.2,20
1999,513,742,-605,-425,-119,12.6,4601,63,19.0,17
2000,502,794,-604,-594,32,12.3,4505,71,19.2,22
2001,610,669,-310,-407,32,12.5,4584,65,19.6,21
2002,821,664,-103,-311,94,12.7,4650,59,19.3,16
2003,583,669,-331,-485,33,12.0,4391,55,18.5,29
2004,585,706,-376,-469,-7,12.5,4571,62,19.7,24
2005,701,693,-263,-412,57,12.8,4684,81,19.9,25
2006,582,701,-385,-431,66,12.8,4691,77,20.0,16
2007,633,686,-304,-498,104,12.4,4539,62,18.6,27
2008,704,711,-266,-471,188,12.7,4628,71,19.3,14
2009,558,702,-399,-487,51,12.3,4475,75,20.3,29
2010,464,721,-523,-576,5,12.6,4629,82,20.8,27
2011,733,667,-176,-376,143,12.2,4457,67,19.5,20
2012,557,685,-388,-402,42,12.5,4558,78,20.4,30
2013,796,677,-137,-309,41,12.1,4433,64,19.0,22
2014,624,723,-354,-534,123,12.6,4618,72,20.8,23
2015,667,669,-260,-402,15,12.0,4396,73,19.2,32
2016,601,690,-324,-394,59,11.8,4293,71,19.4,37
2016
2017,572,731,-429,-513,66,13.6,4961,97,20.3,12
2018,600,679,-351,-465,123,13.3,4859,77,19.9,12
2019,518,669,-409,-467,104,13.1,4783,79,20.5,8
2020,501,719,-469,-498,-12,12.9,4709,104,21.3,31
2021,595,795,-527,-522,18,13.4,4889,85,20.6,9
2022,702,711,-292,-398,80,13.7,4991,95,20.0,6
2023,657,803,-517,-472,-59,13.8,5033,84,19.9,13
2024,465,795,-655,-602,2,13.3,4886,98,20.5,11
2025,668,707,-309,-509,200,13.9,5091,87,21.9,16
2026,696,797,-416,-446,9,13.1,4796,91,20.9,24
2027,595,778,-499,-549,6,13.5,4940,77,18.7,3
2028,588,716,-396,-483,81,13.8,5042,91,20.7,5
2029,613,780,-541,-468,-44,13.2,4827,74,20.1,12
2030,520,830,-661,-564,-49,14.0,5120,90,20.8,4
2031,668,701,-298,-423,61,13.7,5010,92,20.9,9
2032,456,729,-532,-583,64,13.6,4991,91,21.2,16
2033,695,773,-353,-532,148,13.9,5089,102,21.9,13
2034,763,739,-266,-355,5,13.8,5023,105,21.6,19
2035,580,724,-416,-433,83,13.8,5026,93,20.6,14
2036,582,717,-389,-487,83,13.2,4845,96,19.9,20
2037,483,708,-503,-472,-22,13.4,4880,92,20.1,14
2038,555,771,-483,-520,28,14.2,5172,110,21.7,16
2039,506,769,-522,-529,15,14.0,5096,107,21.5,12
2040,563,703,-405,-469,82,13.4,4921,92,20.3,14
2041,579,729,-428,-527,65,13.9,5069,96,19.9,16
2042,623,701,-337,-394,-3,13.2,4833,78,19.6,3
2043,602,685,-348,-455,52,13.2,4820,81,20.0,20
2044,633,700,-307,-322,42,12.8,4671,80,21.0,16
2045,553,744,-454,-546,62,13.7,4997,92,21.2,12
2046,562,709,-417,-467,11,13.8,5022,95,19.4,9
