year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,4.8,12.7,18.8,8.6
1988,5.9,12.5,17.2,8.5
1989,5.7,12.8,18.2,10.9
1990,8.1,15.2,21.9,8.5
1991,6.7,13.0,21.1,9.0
1992,5.1,12.6,18.3,9.0
1993,5.6,13.4,17.1,8.4
1994,7.9,14.3,20.2,10.8
1995,7.4,13.3,18.2,10.8
1996,6.7,13.4,17.0,8.9
1997,8.2,14.1,18.9,10.3
1998,7.9,12.7,18.2,7.8
1999,6.2,13.7,19.1,8.0
2000,6.3,13.7,18.0,9.5
2001,8.5,13.1,17.8,7.8
2002,7.9,12.9,16.9,10.6
2003,6.9,14.9,20.0,9.1
2004,5.8,13.4,18.7,9.1
2005,4.8,14.7,17.8,8.1
2006,6.0,14.7,19.2,10.5
2007,7.2,14.9,18.6,8.3
2008,7.5,13.6,17.9,7.9
2009,6.3,15.0,20.1,10.0
2010,5.8,13.8,19.3,8.3
2011,7.0,15.2,18.9,10.3
2012,5.8,13.9,18.9,9.6
2013,6.6,12.1,19.8,9.6
2014,7.7,14.5,19.2,11.0
2015,5.5,15.3,19.4,10.4
2016,7.0,13.7,19.6,9.0
