year,A1,A2,A3
,label A1,label A2,label A3
1987,24,2067,170
1988,28,2304,226
1989,20,2215,153
1990,28,2253,207
1991,26,1951,244
1992,49,2234,289
1993,20,2069,202
1994,16,2054,173
1995,36,2379,246
1996,26,2054,193
1997,28,2137,222
1998,44,2063,293
1999,17,2036,161
2000,25,2182,196
2001,38,2089,232
2002,27,2013,201
2003,24,2224,177
2004,34,2125,241
2005,37,2074,256
2006,47,2114,302
2007,16,2070,154
2008,32,2057,226
2009,42,2260,250
2010,42,2159,293
2011,29,2218,203
2012,45,2199,287
2013,23,2172,175
2014,46,2118,314
2015,30,2328,238
2016,25,2371,218
2016
2017,44,1878,326
2018,40,1848,270
2019,45,1992,302
2020,57,2219,403
2021,36,1890,309
2022,58,1858,369
2023,36,1763,321
2024,40,1960,334
2025,63,1759,434
2026,55,2073,383
2027,30,1735,243
2028,58,1777,350
2029,35,1879,286
2030,37,1748,344
2031,49,1831,327
2032,53,1851,351
2033,66,1872,444
2034,68,1959,444
2035,57,1820,374
2036,41,1977,310
2037,45,1914,321
2038,70,1815,485
2039,70,1925,471
2040,59,1927,357
2041,37,1722,290
2042,37,1867,267
2043,47,1950,314
2044,53,2141,333
2045,46,1869,365
2046,58,1725,351

min.,,1000
max.,,3000
steps.,,11
decimals
