year,F1,F3,M4
,label F1,label F3,label M4-FGN
1987,42,113,1
1988,41,124,2
1989,43,123,2
1990,41,125,2
1991,23,118,3
1992,43,123,2
1993,46,118,3
1994,35,120,0
1995,34,127,3
1996,36,114,2
1997,40,112,2
1998,38,107,1
1999,34,105,2
2000,37,114,3
2001,39,100,1
2002,25,118,1
2003,35,122,3
2004,35,117,1
2005,28,122,2
2006,27,118,1
2007,37,123,1
2008,37,115,2
2009,41,113,1
2010,34,112,3
2011,35,122,1
2012,41,118,1
2013,32,122,2
2014,35,121,2
2015,40,124,2
2016,51,121,1
2016,0,0
2017,32,115,4
2018,27,115,2
2019,24,118,1
2020,32,130,3
2021,28,110,3
2022,26,109,2
2023,37,106,1
2024,31,111,3
2025,17,117,3
2026,28,127,2
2027,21,117,3
2028,25,100,1
2029,27,110,1
2030,21,101,2
2031,30,110,2
2032,27,112,2
2033,29,109,4
2034,33,118,2
2035,26,113,3
2036,29,115,3
2037,35,116,2
2038,28,100,2
2039,29,115,3
2040,27,113,1
2041,24,111,2
2042,25,108,2
2043,31,114,2
2044,30,119,2
2045,27,118,3
2046,24,106,0
