year,annual-precipitations
1987,734
1988,714
1989,306
1990,606
1991,803
1992,930
1993,791
1994,427
1995,604
1996,815
1997,822
1998,692
1999,708
2000,641
2001,600
2002,674
2003,743
2004,819
2005,773
2006,536
2007,653
2008,884
2009,695
2010,533
2011,434
2012,508
2013,1042
2014,805
2015,741
2016,668
