year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,388,1049,-1007,-926,-19,17.1,6248,129,27.4,6
1988,384,1076,-1070,-977,-88,17.2,6290,159,26.8,4
1989,586,1008,-768,-811,66,16.4,5989,134,25.1,2
1990,534,1025,-846,-898,-18,16.4,5991,146,25.5,11
1991,440,1015,-994,-817,-69,16.2,5915,141,24.2,4
1992,318,1036,-1087,-963,-59,17.2,6270,156,24.8,0
1993,494,1092,-1011,-993,-77,16.7,6092,144,25.7,3
1994,354,1076,-1131,-1009,-65,16.6,6071,139,24.6,1
1995,335,1034,-1045,-913,-94,17.1,6239,149,26.4,1
1996,360,1067,-1089,-961,-144,17.2,6281,163,26.8,6
1997,588,1106,-967,-912,-37,17.4,6350,157,26.0,0
1998,592,1029,-827,-836,38,17.4,6359,151,25.6,0
1999,513,1092,-971,-1016,105,16.8,6135,161,25.2,2
2000,421,1071,-1088,-966,-51,16.9,6167,146,24.5,1
2001,526,1055,-912,-980,49,18.1,6623,157,27.8,3
2002,466,1028,-948,-864,-16,17.0,6231,150,24.3,4
2003,578,1050,-841,-898,124,17.3,6299,149,25.8,4
2004,590,1077,-858,-952,-10,17.3,6321,159,26.4,3
2005,436,1064,-989,-979,13,16.9,6179,141,26.0,3
2006,431,1037,-965,-974,-2,16.9,6202,143,25.9,6
2007,360,1069,-1137,-1016,-52,18.2,6631,175,24.8,5
2008,392,1099,-1068,-945,-119,17.7,6451,160,27.4,0
2009,447,971,-896,-862,-42,16.7,6088,141,25.0,5
2010,455,1059,-952,-892,-91,16.8,6133,142,26.3,2
2011,455,1046,-954,-859,-77,17.0,6221,156,25.8,4
2012,473,1018,-912,-874,-53,16.5,6013,147,24.8,9
2013,330,1015,-1075,-964,-56,16.8,6115,135,24.3,0
2014,541,1059,-865,-862,-69,16.7,6128,147,27.4,2
2015,325,1073,-1115,-964,-31,17.2,6288,153,26.0,1
2016,556,1056,-829,-914,14,16.9,6161,157,25.3,7
2016
2017,388,1049,-1007,-926,-19,17.1,6248,129,27.4,6
2018,384,1076,-1070,-977,-88,17.2,6290,159,26.8,4
2019,586,1008,-768,-811,66,16.4,5989,134,25.1,2
2020,534,1025,-846,-898,-18,16.4,5991,146,25.5,11
2021,440,1015,-994,-817,-69,16.2,5915,141,24.2,4
2022,318,1036,-1087,-963,-59,17.2,6270,156,24.8,0
2023,494,1092,-1011,-993,-77,16.7,6092,144,25.7,3
2024,354,1076,-1131,-1009,-65,16.6,6071,139,24.6,1
2025,335,1034,-1045,-913,-94,17.1,6239,149,26.4,1
2026,360,1067,-1089,-961,-144,17.2,6281,163,26.8,6
2027,588,1106,-967,-912,-37,17.4,6350,157,26.0,0
2028,592,1029,-827,-836,38,17.4,6359,151,25.6,0
2029,513,1092,-971,-1016,105,16.8,6135,161,25.2,2
2030,421,1071,-1088,-966,-51,16.9,6167,146,24.5,1
2031,526,1055,-912,-980,49,18.1,6623,157,27.8,3
2032,466,1028,-948,-864,-16,17.0,6231,150,24.3,4
2033,578,1050,-841,-898,124,17.3,6299,149,25.8,4
2034,590,1077,-858,-952,-12,17.3,6321,159,26.4,3
2035,436,1064,-989,-979,8,16.9,6179,141,26.0,3
2036,431,1037,-965,-974,-2,16.9,6202,143,25.9,6
2037,360,1069,-1137,-1016,-52,18.2,6631,175,24.8,5
2038,392,1099,-1068,-945,-119,17.7,6451,160,27.4,0
2039,447,971,-896,-862,-42,16.7,6088,141,25.0,5
2040,455,1059,-952,-892,-91,16.8,6133,142,26.3,2
2041,455,1046,-954,-859,-77,17.0,6221,156,25.8,4
2042,473,1018,-912,-874,-53,16.5,6013,147,24.8,9
2043,330,1015,-1075,-964,-56,16.8,6115,135,24.3,0
2044,541,1059,-865,-862,-69,16.7,6128,147,27.4,2
2045,325,1073,-1115,-964,-31,17.2,6288,153,26.0,1
2046,556,1056,-829,-914,14,16.9,6161,157,25.3,7
