year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,-1,-369,-502,166
1988,-49,-177,-518,-42
1989,-106,-342,-517,348
1990,-72,-285,-492,70
1991,85,-404,-466,20
1992,-83,-289,-507,43
1993,-94,-219,-503,92
1994,-63,-260,-448,31
1995,-74,-413,-457,119
1996,150,-320,-454,168
1997,-70,-271,-349,405
1998,-41,-285,-472,-76
1999,-105,-379,-477,129
2000,-121,-227,-500,176
2001,174,-374,-513,-7
2002,-16,-381,-512,127
2003,23,-406,-473,139
2004,-3,-367,-552,50
2005,-134,-453,-580,117
2006,31,-434,-532,157
2007,-57,-240,-425,35
2008,-52,-128,-492,-17
2009,-89,-435,-548,110
2010,264,-281,-508,206
2011,76,-363,-470,7
2012,-167,-404,-511,103
2013,225,-387,-515,31
2014,70,-397,-404,40
2015,-107,-435,-585,38
2016,-19,-206,-578,107
