year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,10.6,19.2,26.3,13.1
1988,11.1,17.1,25.3,13.7
1989,10.9,18.4,25.5,14.8
1990,11.3,17.1,24.5,11.8
1991,9.4,18.3,25.6,12.1
1992,9.8,18.5,25.7,12.8
1993,9.9,17.1,24.2,11.2
1994,11.0,17.8,23.3,13.9
1995,11.4,20.1,24.8,15.7
1996,10.2,18.9,24.1,13.2
1997,12.3,18.6,25.1,14.2
1998,12.1,17.9,26.3,12.7
1999,10.2,19.6,25.2,12.4
2000,10.6,18.4,24.5,13.3
2001,11.6,19.2,25.0,12.2
2002,11.4,18.7,24.4,14.1
2003,10.4,19.8,26.0,12.8
2004,10.5,18.9,25.5,12.7
2005,9.1,20.4,25.9,12.1
2006,9.5,20.3,26.4,14.0
2007,10.5,18.2,24.9,12.4
2008,11.2,18.1,24.3,11.8
2009,10.5,19.2,25.6,13.4
2010,9.2,18.5,26.9,12.2
2011,10.2,20.7,25.1,13.9
2012,10.0,19.1,25.4,12.9
2013,9.7,17.8,26.5,12.7
2014,11.0,19.5,24.6,13.8
2015,10.0,20.8,25.7,14.3
2016,10.1,17.9,26.8,13.1
