year,F1,F3,M4
,label F1,label F3,label M4-FGN
1987,30,94,3
1988,19,96,3
1989,25,9,4
1990,20,99,4
1991,20,96,4
1992,21,86,4
1993,25,88,3
1994,23,9,4
1995,18,97,4
1996,22,102,4
1997,19,9,4
1998,20,86,4
1999,23,95,4
2000,25,102,3
2001,20,84,3
2002,18,102,4
2003,25,89,4
2004,25,99,4
2005,24,95,4
2006,26,96,3
2007,20,85,3
2008,23,96,4
2009,21,97,3
2010,23,9,3
2011,22,9,3
2012,28,99,3
2013,20,87,3
2014,22,97,4
2015,22,94,4
2016,24,96,4
2016
2017,30,94,3
2018,19,96,3
2019,25,9,4
2020,20,99,4
2021,20,96,4
2022,21,86,4
2023,25,88,3
2024,23,9,4
2025,18,97,4
2026,22,102,4
2027,19,9,4
2028,20,86,4
2029,23,95,4
2030,25,102,3
2031,20,84,3
2032,18,102,4
2033,25,89,4
2034,25,99,4
2035,25,95,4
2036,26,96,3
2037,20,85,3
2038,23,96,4
2039,21,97,3
2040,23,9,3
2041,22,9,3
2042,28,99,3
2043,20,87,3
2044,22,97,4
2045,22,94,4
2046,24,96,4
