year,annual-average-temperature
1987,17.4
1988,16.8
1989,17.4
1990,16.2
1991,16.4
1992,16.7
1993,15.7
1994,16.6
1995,18.1
1996,16.6
1997,17.6
1998,17.3
1999,16.9
2000,16.7
2001,17.0
2002,17.2
2003,17.3
2004,16.9
2005,16.9
2006,17.6
2007,16.6
2008,16.4
2009,17.2
2010,16.7
2011,17.5
2012,16.9
2013,16.7
2014,17.3
2015,17.7
2016,17.0

min,16
max,20.5
steps,10
decimal,1
