year,annual-frozen-days
1987,4
1988,3
1989,1
1990,0
1991,1
1992,5
1993,5
1994,4
1995,2
1996,3
1997,0
1998,9
1999,7
2000,6
2001,6
2002,0
2003,8
2004,2
2005,7
2006,3
2007,3
2008,1
2009,9
2010,7
2011,4
2012,9
2013,4
2014,2
2015,9
2016,4
