year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,3068,18,-926,0
1988,3130,19,-977,0
1989,2921,17,-811,0
1990,2863,17,-898,0
1991,2651,16,-817,0
1992,2937,16,-963,0
1993,2958,18,-993,0
1994,2834,18,-1009,0
1995,3016,18,-913,0
1996,2994,19,-961,0
1997,3032,18,-912,0
1998,2828,20,-836,0
1999,2878,17,-1016,0
2000,2804,15,-966,0
2001,3227,20,-980,0
2002,2868,15,-864,0
2003,2968,18,-898,0
2004,3147,19,-952,0
2005,3147,16,-979,0
2006,2990,18,-974,0
2007,3060,16,-1016,0
2008,3251,19,-945,0
2009,2707,17,-862,0
2010,3018,19,-892,0
2011,3077,18,-859,0
2012,2834,16,-874,0
2013,2699,16,-964,0
2014,2981,18,-862,0
2015,3061,17,-964,0
2016,3068,17,-914,0
2016
2017,3068,18,-926,0
2018,3130,19,-977,0
2019,2921,17,-811,0
2020,2863,17,-898,0
2021,2651,16,-817,0
2022,2937,16,-963,0
2023,2958,18,-993,0
2024,2834,18,-1009,0
2025,3016,18,-913,0
2026,2994,19,-961,0
2027,3032,18,-912,0
2028,2828,20,-836,0
2029,2878,17,-1016,0
2030,2804,15,-966,0
2031,3227,20,-980,0
2032,2868,15,-864,0
2033,2968,18,-898,0
2034,3147,19,-952,0
2035,3009,16,-979,0
2036,2990,18,-974,0
2037,3060,16,-1016,0
2038,3251,19,-945,0
2039,2707,17,-862,0
2040,3018,19,-892,0
2041,3077,18,-859,0
2042,2834,16,-874,0
2043,2699,16,-964,0
2044,2981,18,-862,0
2045,3061,17,-964,0
2046,3068,17,-914,0
