year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-FGN,label C2,label C3-FGN,label C12,label M1-FGN,label M2,label M8,label Co2,label Co3
1987,18,0,-391,3,47,-740,34,0,2
1988,9,0,-514,1,34,-767,10,1,22
1989,10,0,-425,7,22,-715,15,0,66
1990,16,0,-420,5,15,-743,26,1,24
1991,15,0,-411,10,9,-649,34,0,35
1992,25,0,-517,7,22,-771,15,0,13
1993,13,0,-575,2,28,-808,10,2,46
1994,11,0,-574,4,9,-773,17,1,35
1995,10,0,-451,4,36,-717,16,0,60
1996,13,0,-503,5,33,-780,24,1,62
1997,10,0,-407,7,28,-698,14,0,34
1998,8,0,-439,8,12,-697,23,0,68
1999,18,0,-506,5,20,-825,24,0,3
2000,19,0,-540,9,26,-813,30,0,40
2001,16,0,-513,5,46,-757,14,3,32
2002,13,0,-434,4,16,-736,22,0,41
2003,12,0,-473,4,28,-756,12,1,53
2004,14,0,-397,6,20,-749,17,0,2
2005,13,0,-486,4,40,-778,19,0,17
2006,15,0,-521,2,23,-772,14,2,41
2007,30,0,-599,2,19,-773,11,3,9
2008,17,0,-398,4,48,-801,16,0,17
2009,4,0,-483,2,18,-703,28,2,62
2010,20,0,-411,9,34,-689,25,0,36
2011,17,0,-430,11,26,-711,10,1,19
2012,6,0,-491,11,11,-708,15,1,62
2013,8,0,-524,11,20,-718,18,0,5
2014,11,0,-323,7,40,-733,36,1,2
2015,28,0,-543,5,37,-792,21,1,51
2016,24,0,-430,6,20,-734,11,6,36
2016
2017,18,0,-391,3,47,-740,34,0,2
2018,9,0,-514,1,34,-767,10,1,22
2019,10,0,-425,7,22,-715,15,0,66
2020,16,0,-420,5,15,-743,26,1,24
2021,15,0,-411,10,9,-649,34,0,35
2022,25,0,-517,7,22,-771,15,0,13
2023,13,0,-575,2,28,-808,10,2,46
2024,11,0,-574,4,9,-773,17,1,35
2025,10,0,-451,4,36,-717,16,0,60
2026,13,0,-503,5,33,-780,24,1,62
2027,10,0,-407,7,28,-698,14,0,34
2028,8,0,-439,8,12,-697,23,0,68
2029,18,0,-506,5,20,-825,24,0,3
2030,19,0,-540,9,26,-813,30,0,40
2031,16,0,-513,5,46,-757,14,3,32
2032,13,0,-434,4,16,-736,22,0,41
2033,12,0,-473,4,28,-756,12,1,53
2034,14,0,-397,6,20,-749,17,0,2
2035,13,0,-486,4,40,-778,19,0,17
2036,15,0,-521,2,23,-772,14,2,41
2037,30,0,-599,2,19,-773,11,3,9
2038,17,0,-398,4,48,-801,16,0,17
2039,4,0,-483,2,17,-700,28,2,62
2040,20,0,-411,9,34,-689,25,0,36
2041,17,0,-430,11,26,-711,10,1,19
2042,6,0,-491,11,11,-708,15,1,62
2043,8,0,-524,11,20,-718,18,0,5
2044,11,0,-323,7,40,-733,36,1,2
2045,28,0,-543,5,37,-792,21,1,51
2046,24,0,-430,6,20,-734,11,6,36
