year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,-7,10,14,3
1988,-2,12,16,1
1989,2,12,16,3
1990,3,12,15,3
1991,-1,11,17,3
1992,0,12,17,2
1993,-1,13,14,1
1994,-2,11,17,2
1995,0,12,16,0
1996,-7,12,15,2
1997,-1,11,16,2
1998,0,13,15,0
1999,-1,13,17,3
2000,0,13,14,6
2001,-1,12,17,3
2002,1,13,18,0
2003,-3,12,17,3
2004,-2,11,16,4
2005,-3,12,17,3
2006,-6,12,18,6
2007,0,13,16,3
2008,1,12,16,4
2009,-2,12,17,2
2010,-4,13,18,1
2011,-3,13,17,4
2012,-3,12,17,2
2013,-4,13,16,5
2014,0,12,17,3
2015,1,11,18,5
2016,-1,13,17,2
