year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,73,291,217,130
1988,121,90,249,114
1989,105,182,132,174
1990,134,157,405,191
1991,120,174,97,262
1992,137,94,287,225
1993,119,179,436,120
1994,164,357,97,165
1995,170,144,168,92
1996,91,191,139,136
1997,91,201,179,184
1998,161,199,257,167
1999,101,138,81,170
2000,142,98,190,138
2001,115,165,319,146
2002,169,162,114,213
2003,60,135,165,183
2004,149,123,220,155
2005,119,193,228,103
2006,62,115,315,136
2007,155,173,249,129
2008,166,152,173,151
2009,132,158,201,227
2010,91,280,264,151
2011,96,121,371,72
2012,110,215,251,191
2013,115,154,269,144
2014,101,195,171,119
2015,139,105,128,172
2016,157,172,292,231
