year,annual-estival-days
1987,5
1988,19
1989,23
1990,9
1991,22
1992,41
1993,18
1994,31
1995,37
1996,32
1997,37
1998,17
1999,52
2000,26
2001,35
2002,64
2003,35
2004,18
2005,35
2006,33
2007,41
2008,21
2009,19
2010,41
2011,28
2012,33
2013,39
2014,38
2015,40
2016,34
