year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-EMU,label C2-EMU,label C3-EMU,label C12-EMU,label M1,label M2,label M8-EMU,label Co2,label Co3-EMU
1987,15,0,-193,3,0,-260,20,39,77
1988,12,1,-123,2,0,-197,50,45,92
1989,21,2,-163,4,3,-259,30,59,70
1990,12,0,-140,4,0,-142,34,46,90
1991,12,2,-178,5,0,-164,37,47,82
1992,16,0,-68,4,0,-121,39,51,89
1993,22,0,-147,6,1,-301,45,47,38
1994,11,0,-111,2,0,-162,41,46,81
1995,31,0,-123,4,2,-240,23,51,103
1996,11,2,-148,6,7,-282,52,52,36
1997,36,0,-283,6,7,-441,23,47,12
1998,28,0,-192,4,0,-184,25,56,100
1999,14,1,-208,4,2,-349,45,58,59
2000,18,1,-249,5,2,-332,35,49,59
2001,21,0,-64,9,3,-167,35,46,28
2002,10,0,-98,2,0,-173,40,35,80
2003,19,1,-176,4,0,-227,32,50,126
2004,19,0,-134,5,0,-216,32,43,50
2005,17,0,-31,5,0,-86,41,50,66
2006,17,0,-34,4,2,-97,41,55,72
2007,8,0,-68,4,0,-106,43,53,110
2008,15,0,-51,2,3,-101,48,37,87
2009,19,0,-148,7,0,-242,28,45,44
2010,23,1,-94,5,0,-204,26,46,64
2011,11,0,-98,4,2,-148,37,42,102
2012,13,0,-107,5,1,-181,36,37,52
2013,6,0,7,7,0,-116,43,45,29
2014,19,0,-130,2,0,-100,33,55,84
2015,15,1,-30,8,1,-85,49,25,52
2016,24,0,-169,3,5,-258,34,33,60
2016
2017,32,0,-228,2,2,-200,13,18,109
2018,22,0,-78,3,1,-119,30,42,82
2019,20,0,-133,7,0,-268,36,45,34
2020,16,0,-82,3,1,-130,27,39,103
2021,21,0,-193,5,6,-314,22,43,74
2022,9,0,-215,7,0,-197,31,34,74
2023,9,0,-243,7,0,-390,26,41,25
2024,20,0,-167,3,1,-274,32,39,49
2025,15,0,-171,5,2,-275,27,31,37
2026,13,0,-199,4,1,-272,27,38,82
2027,27,0,-280,3,1,-350,21,37,65
2028,10,0,-138,3,0,-142,30,46,87
2029,9,0,-119,5,1,-186,21,48,36
2030,29,0,-197,4,1,-285,30,24,86
2031,12,0,-154,3,1,-220,21,37,67
2032,16,0,-79,4,0,-175,37,39,57
2033,15,0,-178,4,0,-243,29,38,61
2034,27,0,-217,5,2,-295,22,43,31
2035,24,0,-147,4,2,-153,31,40,53
2036,20,1,-130,4,1,-130,36,42,58
2037,5,0,-120,4,0,-160,40,24,55
2038,13,0,-156,5,3,-139,25,42,63
2039,20,0,-106,2,0,-167,28,46,50
2040,25,0,-203,4,2,-230,20,28,64
2041,9,0,-143,4,3,-238,25,33,54
2042,17,0,-206,5,0,-244,27,50,57
2043,26,0,-98,5,1,-214,21,50,39
2044,23,0,-181,6,5,-254,21,33,51
2045,8,0,-166,4,0,-214,40,54,89
2046,28,0,-204,5,2,-194,20,22,71
