year,A1,A2,A3
,label A1,label A2,label A3
1987,10,3624,85
1988,9,3865,67
1989,16,4193,134
1990,4,3762,38
1991,2,3802,48
1992,4,3786,49
1993,9,4120,101
1994,3,3555,39
1995,18,3993,131
1996,17,4120,130
1997,25,3906,182
1998,14,3854,95
1999,8,4454,86
2000,7,3664,84
2001,20,3516,129
2002,2,3768,29
2003,11,3989,76
2004,10,4146,69
2005,5,3734,64
2006,7,3938,63
2007,5,3979,41
2008,14,3730,98
2009,10,3636,86
2010,23,3842,145
2011,7,3681,73
2012,9,3728,65
2013,3,3951,47
2014,7,3824,57
2015,12,3531,84
2016,20,3609,140
2016
2017,25,3034,158
2018,16,3759,96
2019,9,3583,68
2020,8,3391,98
2021,27,3579,204
2022,3,3437,33
2023,3,3525,48
2024,17,3682,143
2025,12,3735,108
2026,6,3546,77
2027,7,3285,102
2028,13,3547,74
2029,1,3645,30
2030,17,3370,141
2031,10,3511,92
2032,11,3342,102
2033,5,3701,36
2034,8,3683,93
2035,23,3446,144
2036,16,3597,103
2037,6,3497,31
2038,8,3609,67
2039,12,3470,86
2040,19,3183,121
2041,8,3179,73
2042,16,3722,113
2043,14,3747,97
2044,18,3355,124
2045,10,3906,70
2046,19,3457,131

min,,2800
max,,5200
steps,,7
decimal
