year,V1,V2,V3,V9
,label V1-EMU,label V2-EMU,label V3,label V9-EMU
1987,1331,9,-295,0
1988,1065,7,-244,6
1989,1292,8,-274,2
1990,1047,7,-213,1
1991,1116,8,-270,0
1992,1080,8,-111,5
1993,1308,10,-369,0
1994,1132,9,-224,0
1995,1500,10,-227,1
1996,1245,8,-398,0
1997,1389,8,-564,2
1998,1365,10,-246,1
1999,1104,7,-433,1
2000,1121,7,-446,2
2001,1389,8,-241,0
2002,1127,9,-204,0
2003,1352,10,-301,0
2004,1230,10,-269,0
2005,1195,9,-146,0
2006,1125,8,-165,2
2007,1123,10,-167,0
2008,1149,7,-138,1
2009,1289,8,-299,2
2010,1350,7,-291,3
2011,1239,9,-201,0
2012,1232,9,-249,0
2013,1124,8,-112,0
2014,1176,8,-168,0
2015,1180,9,-168,0
2016,1391,9,-317,0
2016
2017,1604,11,-296,0
2018,1290,9,-117,0
2019,1250,10,-328,0
2020,1256,8,-168,1
2021,1511,8,-396,1
2022,1220,10,-265,0
2023,1274,9,-476,0
2024,1390,10,-361,0
2025,1409,11,-304,0
2026,1311,9,-319,0
2027,1332,9,-434,0
2028,1372,11,-191,0
2029,1237,10,-233,0
2030,1339,7,-353,1
2031,1512,12,-245,0
2032,1366,10,-272,0
2033,1144,10,-256,0
2034,1423,11,-325,0
2035,1353,9,-181,0
2036,1244,12,-199,0
2037,960,8,-203,1
2038,1214,8,-208,1
2039,1215,10,-152,0
2040,1394,7,-289,0
2041,1379,9,-253,0
2042,1388,8,-321,0
2043,1300,9,-186,0
2044,1437,8,-266,0
2045,1166,10,-254,0
2046,1423,9,-265,0

min,600,4
max,1800,14
steps,7,6
decimal
