year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,8.3,18.0,24.5,11.1
1988,8.6,15.6,23.2,10.5
1989,8.2,16.1,23.3,12.3
1990,9.4,16.7,24.6,10.3
1991,7.2,15.5,23.9,9.8
1992,6.9,16.0,24.0,10.6
1993,7.3,16.3,22.3,9.6
1994,9.1,17.1,23.5,12.3
1995,9.1,17.3,22.6,12.7
1996,8.3,16.9,22.0,11.0
1997,10.1,17.4,22.8,11.8
1998,9.8,16.4,23.7,10.0
1999,7.7,18.0,23.8,10.0
2000,8.7,17.4,23.1,11.5
2001,10.6,17.6,23.2,10.3
2002,9.3,17.1,22.6,11.7
2003,8.0,18.3,24.2,11.1
2004,8.8,16.7,24.8,11.3
2005,6.7,18.9,23.6,10.4
2006,8.0,19.2,24.8,12.5
2007,9.1,17.4,23.7,10.5
2008,9.6,17.1,23.5,10.0
2009,8.6,18.4,24.3,12.8
2010,8.0,16.9,24.3,10.5
2011,8.7,18.8,24.8,12.5
2012,7.7,18.7,24.9,11.8
2013,8.4,16.7,25.1,11.8
2014,9.5,19.1,24.9,12.8
2015,8.1,18.4,24.8,12.7
2016,9.7,18.1,25.6,12.6
