year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,2260,14,-713,0
1988,2435,16,-842,4
1989,2234,14,-763,0
1990,2460,17,-775,0
1991,2279,14,-831,0
1992,2340,16,-776,0
1993,2250,15,-829,2
1994,2400,15,-859,1
1995,2317,16,-669,0
1996,2258,14,-837,3
1997,2378,16,-831,1
1998,2564,16,-856,0
1999,2375,15,-757,1
2000,2316,14,-871,0
2001,2404,16,-832,0
2002,2300,15,-746,0
2003,2346,14,-814,0
2004,2510,15,-903,0
2005,2435,16,-755,1
2006,2282,13,-820,1
2007,2377,15,-724,0
2008,2344,13,-837,0
2009,2483,16,-844,0
2010,2350,12,-842,0
2011,2197,13,-744,0
2012,2291,13,-834,0
2013,2492,15,-747,0
2014,2323,16,-723,0
2015,2404,15,-719,0
2016,2459,15,-823,0
2016
2017,2485,17,-891,0
2018,2620,17,-901,0
2019,2512,15,-739,0
2020,2530,17,-611,0
2021,2765,15,-983,0
2022,2366,17,-676,0
2023,2338,16,-819,0
2024,2577,17,-790,0
2025,2604,17,-868,0
2026,2533,15,-802,0
2027,2736,17,-894,0
2028,2577,16,-744,0
2029,2543,16,-725,0
2030,2591,15,-714,0
2031,2581,15,-837,0
2032,2380,14,-612,0
2033,2525,15,-757,0
2034,2466,17,-756,0
2035,2576,15,-817,0
2036,2737,16,-705,0
2037,2586,16,-815,0
2038,2628,14,-896,0
2039,2747,17,-856,0
2040,2781,19,-921,0
2041,2703,17,-820,1
2042,2557,15,-793,0
2043,2566,17,-817,0
2044,2464,16,-816,0
2045,2412,16,-736,0
2046,2742,18,-890,0
