year,annual-frozen-days
1987,43
1988,40
1989,36
1990,31
1991,49
1992,22
1993,42
1994,18
1995,27
1996,31
1997,31
1998,33
1999,27
2000,29
2001,29
2002,12
2003,32
2004,35
2005,55
2006,46
2007,40
2008,29
2009,46
2010,60
2011,29
2012,45
2013,37
2014,10
2015,32
2016,20
