year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1951,12,-457,3
1988,1954,11,-483,0
1989,1884,13,-381,0
1990,1898,12,-362,0
1991,1638,10,-420,1
1992,2023,12,-449,4
1993,1844,12,-278,0
1994,1898,11,-581,1
1995,1545,12,-292,1
1996,1887,12,-550,6
1997,1934,12,-618,0
1998,1657,9,-348,1
1999,1573,11,-254,1
2000,1805,12,-402,0
2001,1857,13,-280,0
2002,1970,12,-399,0
2003,1991,11,-390,0
2004,1938,12,-394,0
2005,1904,11,-324,0
2006,1835,13,-297,0
2007,1820,10,-404,1
2008,1898,10,-329,0
2009,1938,12,-410,0
2010,1961,13,-434,3
2011,1813,12,-345,1
2012,1970,12,-338,0
2013,1823,12,-387,0
2014,2026,12,-354,1
2015,1876,10,-332,0
2016,1908,12,-455,0
2016
2017,2105,13,-297,1
2018,2121,14,-542,2
2019,2221,14,-527,0
2020,2127,13,-540,0
2021,2300,15,-551,0
2022,2306,13,-441,0
2023,1976,14,-505,2
2024,2047,12,-524,1
2025,2074,13,-388,0
2026,2240,14,-697,0
2027,2147,13,-545,0
2028,1870,11,-350,0
2029,2253,13,-610,0
2030,1912,12,-655,1
2031,2075,12,-510,0
2032,2467,14,-580,1
2033,2076,13,-440,0
2034,2101,14,-461,0
2035,2380,12,-561,1
2036,2034,13,-494,0
2037,2096,15,-379,2
2038,2182,15,-419,2
2039,2170,14,-567,2
2040,2031,13,-407,0
2041,2096,13,-587,0
2042,2296,11,-551,0
2043,2239,15,-497,0
2044,2230,14,-545,1
2045,2084,12,-476,0
2046,2285,13,-554,0

min,1200,7,,0
max,2700,17,,8
steps,11,11,,9
decimal



