year,annual-estival-days
1987,67
1988,65
1989,103
1990,95
1991,84
1992,71
1993,56
1994,79
1995,89
1996,65
1997,94
1998,76
1999,91
2000,84
2001,83
2002,71
2003,110
2004,99
2005,105
2006,101
2007,78
2008,70
2009,108
2010,86
2011,104
2012,93
2013,81
2014,97
2015,91
2016,90
